Max Power,Location,Price,Drivetrain,Year,Seating Capacity,Owner,Fuel Tank Capacity,Transmission,Model,Height,Max Torque,Fuel Type,Color,Kilometer,Engine,Width,Length,Seller Type,Audi,BMW,Chevrolet,Datsun,Ferrari,Fiat,Ford,Honda,Hyundai,Isuzu,Jaguar,Jeep,Kia,Lamborghini,Land Rover,Lexus,MG,MINI,Mahindra,Maruti Suzuki,Maserati,Mercedes-Benz,Mitsubishi,Nissan,Porsche,Renault,Rolls-Royce,Skoda,Ssangyong,Tata,Toyota,Volkswagen,Volvo,Make,CNG,CNG + CNG,Diesel,Electric,Hybrid,LPG,Petrol,Petrol + CNG,Petrol + LPG,Automatic,Manual,4 or More,First,Fourth,Second,Third,UnRegistered Car,2.0,4.0,5.0,6.0,7.0,8.0
100@5500,Mumbai,-0.5757846351208243,FWD,-1.61339813754649,-0.36597693495601047,First,-0.47679679940448844,Automatic,i20 Asta 1.4 AT with AVN,-0.6477190383353187,137@4200,Petrol,Silver,-0.49216742910135836,1396 cc,-0.4356577524314733,-0.7828344276500325,Individual,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
101 bhp @ 3600 rpm,Delhi,-0.34637876478764473,RWD,-0.4238943276070906,2.1006237494119957,First,0.20412654122439455,Manual,Innova 2.5 GX BS IV 7 STR,1.2565607849229106,200 Nm @ 1200 rpm,Diesel,Silver,-0.18467519678858116,2494 cc,-0.022476888380240638,0.6984987899597772,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
101 bhp @ 3600 rpm,Mumbai,-0.3323250718302968,RWD,-0.4238943276070906,3.3339240915959985,Third,0.20412654122439455,Manual,Innova 2.5 GX BS IV 8 STR,1.2565607849229106,200 Nm @ 1200 rpm,Diesel,Silver,1.234141462753294,2494 cc,-0.022476888380240638,0.6984987899597772,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
101 bhp @ 3600 rpm,Mumbai,-0.2947107759738655,RWD,-0.4238943276070906,2.1006237494119957,First,0.20412654122439455,Manual,Innova 2.5 GX BS IV 7 STR,1.2565607849229106,200 Nm @ 1200 rpm,Diesel,Gold,0.7633299467929343,2494 cc,-0.022476888380240638,0.6984987899597772,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
101 bhp @ 3600 rpm,Patna,-0.31331166529073656,RWD,-0.1265183751222407,3.3339240915959985,First,0.20412654122439455,Manual,Innova 2.5 G BS IV 8 STR,1.2565607849229106,200 Nm @ 1200 rpm,Diesel,White,0.19349107530891224,2494 cc,-0.022476888380240638,0.6984987899597772,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
102@5500,Delhi,-0.6274526239346035,FWD,-1.9107740900313401,-0.36597693495601047,First,-0.13633512909004694,Manual,SX4 VXi,-0.23699201763256342,145@4200,Petrol,Silver,0.1704561859539628,1586 cc,-0.2478482687718221,0.4803179284513556,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
102@5500,Pune,-0.5695844764631709,FWD,-1.3160221850616403,-0.36597693495601047,First,-0.13633512909004694,Manual,SX4 VXi,-0.23699201763256342,145@4200,Petrol,White,1.1120792178746823,1586 cc,-0.2478482687718221,0.4803179284513556,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
102@5600,Dehradun,-0.43524770554734493,FWD,-1.3160221850616403,2.1006237494119957,Second,0.20412654122439455,Manual,Innova 2.5 V 7 STR,1.2192219648590237,200@1400,Diesel,Gold,1.556333476842167,2494 cc,0.015085008351689605,0.6295995705360652,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
102@5600,Hyderabad,-0.3071110932891726,FWD,-1.3160221850616403,2.1006237494119957,First,0.20412654122439455,Manual,Innova 2.5 V 7 STR,1.2192219648590237,200@1400,Diesel,Silver,2.925575427499772,2494 cc,0.015085008351689605,0.6295995705360652,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
102@5600,Kanpur,-0.4373144250998961,FWD,-1.0186462325767904,2.1006237494119957,Second,0.20412654122439455,Manual,Innova 2.5 G4 7 STR,1.2192219648590237,200@1400,Diesel,Grey,0.3797057486030116,2494 cc,0.015085008351689605,0.6295995705360652,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
102@5600,Varanasi,-0.6377862216973594,FWD,-2.50552599500104,3.3339240915959985,Fourth,0.20412654122439455,Manual,Innova 2.5 E,1.2192219648590237,200@3400,Diesel,White,0.6238302383602352,2494 cc,0.015085008351689605,0.6295995705360652,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
103 bhp @ 4400 rpm,Bangalore,-0.4786488161509195,FWD,-1.0186462325767904,-0.36597693495601047,First,0.20412654122439455,Manual,Vento Highline Diesel,-0.9389618348336362,250 Nm @ 1500 rpm,Diesel,Silver,0.9725795094419831,1598 cc,-0.5182939252417198,0.23687401982090628,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Chandigarh,-0.47699544050887854,FWD,-0.7212702800919405,-0.36597693495601047,First,0.20412654122439455,Automatic,Rapid 1.5 TDI CR Ambition Plus AT,-0.9389618348336362,250 Nm @ 1500 rpm,Diesel,Bronze,-0.21316801223595996,1498 cc,-0.5182939252417198,0.2414673011158204,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skoda,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Dehradun,-0.559250878700415,FWD,-1.0186462325767904,-0.36597693495601047,Second,0.20412654122439455,Manual,Vento Highline Diesel,-0.9389618348336362,250 Nm @ 1500 rpm,Diesel,White,0.4145806757111864,1598 cc,-0.5182939252417198,0.23687401982090628,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Delhi,-0.5241170596509557,FWD,-0.7212702800919405,-0.36597693495601047,First,0.20412654122439455,Manual,Vento Comfortline Diesel,-0.9389618348336362,250 Nm @ 1500 rpm,Diesel,Grey,0.43343057381315486,1598 cc,-0.5182939252417198,0.23687401982090628,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Hyderabad,-0.49724929212387997,FWD,-1.3160221850616403,-0.36597693495601047,First,0.20412654122439455,Manual,Rapid Elegance 1.6 TDI CR MT,-0.9389618348336362,250 Nm @ 1500 rpm,Diesel,Black,0.5591023736474627,1598 cc,-0.5182939252417198,0.2414673011158204,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skoda,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Lucknow,-0.5695844764631709,FWD,-1.0186462325767904,-0.36597693495601047,First,-0.47679679940448844,Manual,Polo GT TDI,-1.036042766999742,250 Nm @ 1500 rpm,Diesel,White,0.3797057486030116,1598 cc,-0.6460043741302827,-0.7139352082263205,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Pune,-0.4976626360343902,FWD,-0.7212702800919405,-0.36597693495601047,Second,0.20412654122439455,Automatic,Rapid 1.5 TDI CR Ambition Plus AT,-0.9389618348336362,250 Nm @ 1500 rpm,Diesel,Black,0.5889553112520604,1498 cc,-0.5182939252417198,0.2414673011158204,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skoda,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Pune,-0.42078066867948677,FWD,-0.4238943276070906,-0.36597693495601047,First,0.20412654122439455,Automatic,Vento Highline Diesel AT,-0.9389618348336362,250 Nm @ 1500 rpm,Diesel,Grey,0.5366429205897981,1498 cc,-0.5182939252417198,0.23687401982090628,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Bangalore,-0.3877131558386681,FWD,-0.4238943276070906,-0.36597693495601047,First,0.20412654122439455,Automatic,Vento Comfortline Petrol AT,-0.9389618348336362,153 Nm @ 3800 rpm,Petrol,Brown,0.10489132299059419,1197 cc,-0.5182939252417198,0.23687401982090628,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Bangalore,-0.31331166529073656,FWD,0.17085757736260918,-0.36597693495601047,First,-0.47679679940448844,Automatic,Polo GT TSI,-0.9165585427953041,175 Nm @ 1500 rpm,Petrol,Grey,-0.22333405348799293,1197 cc,-0.6460043741302827,-0.7116385675788635,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Bangalore,-0.25130966537029104,FWD,1.0629854348171588,-0.36597693495601047,First,-0.47679679940448844,Automatic,Polo GT TSI,-0.9165585427953041,175 Nm @ 1500 rpm,Petrol,Red,-0.19119680815780984,1197 cc,-0.6460043741302827,-0.7116385675788635,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Delhi,-0.4455813033101008,FWD,-0.1265183751222407,-0.36597693495601047,First,-0.47679679940448844,Automatic,Polo GT TSI,-0.9165585427953041,175 Nm @ 1500 rpm,Petrol,White,0.24020604017031238,1197 cc,-0.6460043741302827,-0.7116385675788635,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Faridabad,-0.48691569436112414,FWD,-0.4238943276070906,-0.36597693495601047,Second,-0.47679679940448844,Automatic,Polo GT TSI,-1.036042766999742,175 Nm @ 1500 rpm,Petrol,Grey,0.46431232176744364,1198 cc,-0.6460043741302827,-0.7139352082263205,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Faridabad,-0.36291252120805406,FWD,0.4682335298474591,-0.36597693495601047,First,0.20412654122439455,Automatic,Vento Highline Plus 1.2 (P) AT 16 Alloy,-0.9314940708208588,175 Nm @ 1500 rpm,Petrol,Brown,0.135581258845788,1197 cc,-0.5182939252417198,0.2506538637056487,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Rohtak,-0.43524770554734493,FWD,0.17085757736260918,-0.36597693495601047,First,0.20412654122439455,Automatic,Vento TSI,-0.9389618348336362,175 Nm @ 1500 rpm,Petrol,White,-0.05623084024917339,1197 cc,-0.5182939252417198,0.23687401982090628,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Surat,-0.3835797167335658,FWD,0.17085757736260918,-0.36597693495601047,First,0.20412654122439455,Automatic,Vento Highline Plus 1.2 (P) AT 16 Alloy,-0.9314940708208588,175 Nm @ 1500 rpm,Petrol,White,0.1094250635146569,1197 cc,-0.5182939252417198,0.2506538637056487,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Chandigarh,-0.5551174395953127,FWD,-1.0186462325767904,-0.36597693495601047,First,0.20412654122439455,Manual,Vento Comfortline Petrol,-0.9389618348336362,153 Nm @ 3800 rpm,Petrol,Bronze,0.0658314046294384,1598 cc,-0.5182939252417198,0.23687401982090628,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Chennai,-0.31537797149937724,FWD,1.3603613873020088,-0.36597693495601047,First,0.20412654122439455,Manual,Vento Highline Plus 1.6 (P),-0.9314940708208588,153 Nm @ 3800 rpm,Petrol,Maroon,-0.3352302571145718,1598 cc,-0.5182939252417198,0.2506538637056487,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Dehradun,-0.4187139491269356,FWD,0.4682335298474591,-0.36597693495601047,First,0.20412654122439455,Manual,Vento Comfortline 1.6 (P),-0.9314940708208588,153 Nm @ 3800 rpm,Petrol,Gold,-0.28291786645230954,1598 cc,-0.5182939252417198,0.2506538637056487,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Delhi,-0.5282500854121475,FWD,-1.0186462325767904,-0.36597693495601047,Second,0.20412654122439455,Automatic,Rapid Elegance 1.6 MPI AT,-0.9389618348336362,153 Nm @ 3800 rpm,Petrol,White,0.048393941075351006,1598 cc,-0.5182939252417198,0.2414673011158204,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skoda,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Faridabad,-0.5389970270854135,FWD,-0.7212702800919405,-0.36597693495601047,First,0.20412654122439455,Automatic,Vento Highline Petrol AT,-0.9389618348336362,153 Nm @ 3800 rpm,Petrol,Silver,0.5889553112520604,1598 cc,-0.5182939252417198,0.23687401982090628,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Mumbai,-0.5261833658595964,FWD,-0.4238943276070906,-0.36597693495601047,First,0.20412654122439455,Manual,Vento Comfortline Petrol,-0.9389618348336362,153 Nm @ 3800 rpm,Petrol,Brown,0.7652829427109922,1598 cc,-0.5182939252417198,0.23687401982090628,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Bangalore,-0.36373920902907453,FWD,0.4682335298474591,-0.36597693495601047,First,-0.6129814675302651,Automatic,Ciaz Alpha Hybrid 1.5 AT [2018-2020],-0.7970743185908662,138 Nm @ 4400 rpm,Petrol,Green,0.6238302383602352,1462 cc,-0.2854101655037523,0.4803179284513556,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Bangalore,-0.32157813015703074,FWD,1.3603613873020088,-0.36597693495601047,First,-0.27251979721582353,Manual,Vitara Brezza VXi,0.3604291033896262,138 Nm @ 4400 rpm,Petrol,White,-0.10854323091143558,1462 cc,0.16533259527941058,-0.6565191920398937,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Bangalore,-0.2595765435804957,FWD,0.765609482332309,-0.36597693495601047,First,-0.6129814675302651,Automatic,Ciaz Alpha Hybrid 1.5 AT [2018-2020],-0.7970743185908662,138 Nm @ 4400 rpm,Petrol,Blue,-0.410699599376662,1462 cc,-0.2854101655037523,0.4803179284513556,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Bangalore,-0.19757495700396066,FWD,1.3603613873020088,2.1006237494119957,First,-0.47679679940448844,Manual,Ertiga ZXi Plus,0.7338173040284947,138 Nm @ 4400 rpm,Petrol,White,-0.5444798197636206,1462 cc,-0.2478482687718221,0.26213706694293404,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
103 bhp @ 6000 rpm,Delhi,-0.36291252120805406,FWD,0.765609482332309,-0.36597693495601047,First,-0.6129814675302651,Manual,Ciaz Delta Hybrid 1.5 [2018-2020],-0.7970743185908662,138 Nm @ 4400 rpm,Petrol,White,-0.17829308512778516,1462 cc,-0.2854101655037523,0.4803179284513556,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
