Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,dummy_cat
Maruti Suzuki,S-Presso VXi AMT,-0.509649609439187,1.0629854348171588,-0.9077196230588153,Petrol,Automatic,Mumbai,Grey,First,Individual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,-1.6440746704464315,-1.8630098282448224,-0.20712096158145393,-0.3659769349560106,-1.7024588125364777,1
Volkswagen,Vento Comfortline Petrol AT,-0.3877131558386681,-0.4238943276070906,0.1048913229905942,Petrol,Automatic,Bangalore,Brown,First,Individual,1197 cc,103 bhp @ 5000 rpm,153 Nm @ 3800 rpm,FWD,0.23687401982090836,-0.5182939252417198,-0.9389618348336362,-0.3659769349560106,0.20412654122439455,1
Hyundai,Santro Sportz AMT [2018-2020],-0.4604616840884692,0.4682335298474591,-0.7053927334407392,Petrol,Automatic,Bangalore,White,First,Individual,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,-1.5407258413108633,-0.9239624099465664,-0.23699201763256342,-0.3659769349560106,-1.1577201400333714,1
Hyundai,Venue SX 1.0 (O) Petrol [2019-2020],-0.2909906807792734,0.765609482332309,-0.4666389824581745,Petrol,Manual,Bangalore,Blue,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,-0.6565191920398916,0.015085008351689605,0.09905736294241822,-0.3659769349560106,-0.47679679940448844,1
Maruti Suzuki,Alto LXi CNG,-0.5509840004902103,0.765609482332309,-0.11940677070563205,CNG,Manual,Delhi,Grey,First,Individual,998 cc,58 bhp @ 6000 rpm,78 Nm @ 3500 rpm,FWD,-1.690007483395573,-2.0883812086364038,-0.8717519587186399,-1.5992772771400139,0.5445882115388361,1
Maruti Suzuki,Ritz Zxi BS-IV,-0.5695844764631709,-1.0186462325767904,-0.5429801978979691,Petrol,Manual,Mumbai,Grey,First,Individual,1197 cc,85 bhp @ 6000 rpm,113 Nm @ 4500 rpm,FWD,-1.161780134480447,-0.6610291328230548,0.21107382313407877,-0.3659769349560106,-0.6129814675302651,1
Hyundai,Creta 1.6 SX Plus Petrol,-0.21824215252947235,0.765609482332309,-0.31233486746805506,Petrol,Manual,Mumbai,Grey,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,-0.02494301398919755,0.09020880181555009,0.28575146326185247,-0.3659769349560106,0.5445882115388361,1
Honda,Brio V MT,-0.5588375347899048,-0.7212702800919405,-0.2606676629572941,Petrol,Manual,Mumbai,Red,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,-1.5407258413108633,-0.6610291328230548,-0.6850578583992056,-0.3659769349560106,-1.1577201400333714,1
Hyundai,Elite i20 Asta 1.2,-0.4761687526878581,-0.4238943276070906,-0.11286772187284927,Petrol,Manual,Mumbai,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,-0.6794855985144623,-0.25536064811820813,-0.6477190383353187,-0.3659769349560106,-0.47679679940448844,1
Honda,WR-V VX MT Petrol,-0.36497965410451577,0.4682335298474591,-0.45793768814468483,Petrol,Manual,Delhi,White,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,-0.6473326294500634,-0.25536064811820813,0.06918630689130875,-0.3659769349560106,-0.8172584697189299,1
Hyundai,Venue SX 1.0 Turbo iMT,-0.2947107759738655,1.0629854348171588,-0.5268156691833301,Petrol,Manual,Mumbai,Blue,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,-0.6565191920398916,0.015085008351689605,0.09905736294241822,-0.3659769349560106,-0.47679679940448844,1
Hyundai,Creta 1.6 SX Plus AT,-0.32157813015703074,-0.1265183751222407,0.2053311130621376,Diesel,Automatic,Raipur,Black,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,-0.02494301398919755,0.09020880181555009,0.28575146326185247,-0.3659769349560106,0.5445882115388361,1
Ford,Ecosport Titanium+ 1.0L EcoBoost,-0.4827822552560218,-0.4238943276070906,-0.4572925019931836,Petrol,Manual,Mumbai,Silver,First,Individual,999 cc,124 bhp @ 6000 rpm,170 Nm @ 1400 rpm,FWD,-0.6473326294500634,-0.022476888380240638,0.8682370562584873,-0.3659769349560106,-0.0001504609642703361,1
Honda,CR-V 2.4 AT,-0.3484454843401959,-1.0186462325767904,0.222768576616225,Petrol,Automatic,Mumbai,Brown,First,Individual,1197 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,2.088782500738552e-15,-1.7081173033116212e-15,-1.69797295092789e-15,-0.3659769349560106,4.838251332933531e-16,1
Hyundai,Santro GL (CNG),-0.6439863803550129,-2.20815004251619,0.30995589438666205,CNG,Manual,Kanpur,Silver,Second,Individual,1086 cc,62 bhp @ 5500 rpm,96 Nm @ 3000 rpm,FWD,-1.6440746704464315,-1.8254479315128922,-0.012959097249242322,-0.3659769349560106,-1.1577201400333714,1
Tata,Tiago Revotron XE [2016-2019],-0.5348635879803112,0.4682335298474591,-0.473526780562039,Petrol,Manual,Mumbai,White,First,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,-1.228382713256702,-0.9089376512537943,-0.4236861179519977,-0.3659769349560106,-1.1577201400333714,1
Tata,Tigor Revotorq XT,-0.5013827312289824,0.4682335298474591,-0.1957305486818726,Diesel,Manual,Patna,White,First,Individual,1047 cc,69 bhp @ 4000 rpm,140 Nm @ 1800 rpm,FWD,-0.6634091139822629,-0.6835662708622129,-0.4087505899264429,-0.3659769349560106,-1.1577201400333714,1
Toyota,Innova 2.4 G 8 STR [2016-2017],0.081432182590447,0.765609482332309,0.2925184308325746,Diesel,Manual,Mumbai,Bronze,First,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,1.0429948870783396,0.4658277691348525,1.5179325253701186,3.3339240915959993,0.20412654122439455,1
Mercedes-Benz,GLC 220 d Progressive,0.8874528080854024,0.17085757736260918,-0.15039314344124535,Diesel,Automatic,Mumbai,Black,Second,Individual,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,AWD,0.8615602759292312,0.9165705299180155,0.3529613393768488,-0.3659769349560106,0.9531422159161659,1
Hyundai,Creta SX 1.6 CRDi (O),-0.238909348054984,0.4682335298474591,0.10070633173761322,Diesel,Manual,Patna,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,-0.02494301398919755,0.09020880181555009,0.5471232037090604,-0.3659769349560106,0.20412654122439455,1
Mercedes-Benz,M-Class ML 250 CDI,0.24676974679454042,-0.7212702800919405,0.8871533754905091,Diesel,Automatic,Vadodara,White,First,Individual,2143 cc,203 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,1.2014630917528775,2.8021777458609134,1.525400289382896,-0.3659769349560106,1.2255115521677191,1
Toyota,Corolla Altis VL AT Petrol,-0.25130966537029104,-0.1265183751222407,-0.1608556215736978,Petrol,Automatic,Mumbai,Black,First,Individual,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,0.7788812126207768,0.05264690508361985,-0.8717519587186399,-0.3659769349560106,0.20412654122439455,1
Audi,A4 2.0 TDI (177bhp) Premium Plus,-0.052904588325378914,-1.0186462325767904,0.2053311130621376,Diesel,Automatic,Hyderabad,White,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,0.9649091050647994,0.4357782517493083,-1.2302046313319537,-0.3659769349560106,0.7488652137275009,1
Mercedes-Benz,SLK-Class SLK 200 K,0.28810413784556377,-1.9107740900313401,-0.35083678699548004,Petrol,Automatic,Mumbai,Grey,First,Individual,1796 cc,165@5500,240@3000,RWD,-0.4567114557111266,0.06767166377639194,-2.2010139529930117,-4.06587796150802,1.2255115521677191,1
Hyundai,Elite i20 Asta 1.2,-0.48691569436112414,-0.4238943276070906,0.24712871320128513,Petrol,Manual,Patna,Gold,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,-0.6794855985144623,-0.25536064811820813,-0.6477190383353187,-0.3659769349560106,-0.47679679940448844,1
Mahindra,Thar CRDe 4x4 AC,-0.4455813033101008,-0.4238943276070906,0.1878936495080502,Diesel,Manual,Yamunanagar,White,Second,Individual,2498 cc,105 bhp @ 3800 rpm,247 Nm @ 1800 rpm,AWD,-0.8287672405991718,-0.31545968288929654,2.5260806670950635,0.8673234072279927,0.5445882115388361,1
Maruti Suzuki,Baleno Delta 1.2,-0.4538481815203055,0.765609482332309,-0.466551795140404,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,-0.6565191920398916,-0.17272447530796162,-0.6850578583992056,-0.3659769349560106,-1.0215354719075949,1
Maruti Suzuki,Celerio VXi AMT,-0.5336235562487806,-0.1265183751222407,-0.22959410290391033,Petrol,Automatic,Delhi,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,-1.563692247785434,-1.2620194805339386,-0.23699201763256342,-0.3659769349560106,-1.1577201400333714,1
Maruti Suzuki,Ciaz VDi SHVS,-0.4455813033101008,-0.1265183751222407,-0.05047647727632455,Diesel,Manual,Mumbai,Brown,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,0.48031792845135773,-0.2854101655037523,-0.7970743185908662,-0.3659769349560106,-0.6129814675302651,1
Maruti Suzuki,Ciaz VXi,-0.4927025091082674,-0.4238943276070906,-0.1439587193897871,Petrol,Manual,Mumbai,Silver,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,0.48031792845135773,-0.2854101655037523,-0.7970743185908662,-0.3659769349560106,-0.6129814675302651,1
Hyundai,Creta SX Plus 1.6 AT CRDI,-0.22857575029222818,0.17085757736260918,0.21582846612169823,Diesel,Automatic,Mumbai,Grey,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,-0.02494301398919755,0.09020880181555009,0.28575146326185247,-0.3659769349560106,0.5445882115388361,1
Hyundai,Creta SX Plus 1.6  Petrol,-0.33811188657744007,-0.1265183751222407,0.06553496774901893,Petrol,Manual,Mumbai,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,-0.02494301398919755,0.09020880181555009,0.28575146326185247,-0.3659769349560106,0.5445882115388361,1
Renault,Kwid 1.0 RXT AMT Opt,-0.509649609439187,0.765609482332309,-0.7505383265822715,Petrol,Automatic,Mumbai,Silver,First,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,-1.3822576366363255,-1.4197794468080456,-0.8493486666803077,-0.3659769349560106,-1.6343664784735894,1
MG,Hector Sharp 2.0 Diesel [2019-2020],-0.038024207547010504,0.765609482332309,-0.13816948148983008,Diesel,Manual,Mumbai,White,First,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,0.8592636352817742,0.5033896658667828,1.2565607849229106,-0.3659769349560106,0.5445882115388361,1
Tata,Tiago Revotron XZA [2017-2019],-0.5075828898866358,0.17085757736260918,-0.3375494397672654,Petrol,Automatic,Mumbai,Silver,Second,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,-1.228382713256702,-0.9089376512537943,-0.4236861179519977,-0.3659769349560106,-1.1577201400333714,1
Toyota,Innova 2.5 GX BS IV 7 STR,-0.34637876478764473,-0.4238943276070906,-0.1846751967885812,Diesel,Manual,Delhi,Silver,First,Individual,2494 cc,101 bhp @ 3600 rpm,200 Nm @ 1200 rpm,RWD,0.6984987899597793,-0.022476888380240638,1.2565607849229106,2.100623749411996,0.20412654122439455,1
BMW,X3 xDrive 20d Luxury Line [2018-2020],0.8667856125598907,0.4682335298474591,-0.7796763281811515,Diesel,Automatic,Mumbai,Blue,First,Corporate,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,0.8638569165766883,0.848959115800541,0.6442041358751662,-0.3659769349560106,1.021234549979054,1
Jeep,Compass Limited Plus 2.0 Diesel 4x4 AT,0.3191049311338313,1.0629854348171588,-0.7486202055913218,Diesel,Automatic,Mumbai,White,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,0.26213706694293615,0.37567921697821993,0.3604291033896262,-0.3659769349560106,0.5445882115388361,1
Mahindra,Scorpio SLE BS-IV,-0.5385836831749033,-0.7212702800919405,0.41458067571118645,Diesel,Manual,Gurgaon,White,Second,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,0.3425194896039336,0.3681668376318339,2.8621300476700453,3.3339240915959993,0.5445882115388361,1
Honda,Brio S MT,-0.522049926754494,-0.1265183751222407,-0.06714669243403211,Petrol,Manual,Vadodara,White,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,-1.5407258413108633,-0.6610291328230548,-0.6850578583992056,-0.3659769349560106,-1.1577201400333714,1
BMW,3-Series 320i Luxury Line,0.4534417020496572,0.17085757736260918,-0.6682858109976412,Petrol,Automatic,Delhi,White,First,Individual,1998 cc,181 bhp @ 5000 rpm,270 Nm @ 1350 rpm,RWD,0.8087375410377187,0.32309256155351757,-1.215269103306399,-0.3659769349560106,0.3403112093501712,1
Honda,City V Petrol [2017-2019],-0.4373144250998961,0.17085757736260918,0.1704561859539628,Petrol,Manual,Mumbai,White,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,0.36548589607850424,-0.548343442627264,-0.7223966784630925,-0.3659769349560106,-0.8172584697189299,1
Volkswagen,Polo Highline1.2L (D),-0.5530507200427616,-1.0186462325767904,0.41458067571118645,Diesel,Manual,Jaipur,Silver,First,Individual,1199 cc,74 bhp @ 4200 rpm,180 Nm @ 2000 rpm,FWD,-0.7139352082263184,-0.6460043741302827,-1.036042766999742,-0.3659769349560106,-0.47679679940448844,1
Maruti Suzuki,Vitara Brezza ZXi Plus,-0.2719772742397132,1.3603613873020088,-0.5270423562095332,Petrol,Manual,Mumbai,Silver,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,-0.6565191920398916,0.16533259527941058,0.3604291033896262,-0.3659769349560106,-0.27251979721582353,1
Maruti Suzuki,Eeco 7 STR [2019-2020],-0.4910491334662265,0.765609482332309,-0.2426373256423677,Petrol,Manual,Pune,Grey,Second,Individual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,-1.391444199226154,-2.201066898832195,1.5552713454340055,2.100623749411996,-0.8172584697189299,1
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],-0.5158497680968405,-0.4238943276070906,0.269849728212261,Petrol,Automatic,Mumbai,Blue,First,Individual,1197 cc,79 bhp @ 6000 rpm,112 Nm @ 4000 rpm,FWD,-1.1847465409550175,-0.8112767197507758,-0.5357025781436582,-0.3659769349560106,-0.6129814675302651,1
BMW,X3 xDrive20d,0.04009779153942364,-1.3160221850616403,0.3461037563342852,Diesel,Automatic,Hyderabad,Black,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,AWD,0.8431871507495747,0.848959115800541,0.5172521476579509,-0.3659769349560106,1.021234549979054,1
Toyota,Fortuner 2.8 4x2 AT [2016-2020],0.7423690954963105,0.765609482332309,0.3273933579407494,Diesel,Automatic,Mumbai,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,1.180793325925764,0.6536372527945037,1.8166430858812133,2.100623749411996,1.906434892796602,1
Honda,Civic 1.8S MT,-0.6253859043820524,-3.1002778999707394,1.3213287805237313,Petrol,Manual,Deoghar,Maroon,Third,Individual,1799 cc,130 bhp @ 6300 rpm,171.62 Nm @ 4300 rpm,FWD,0.6066331640614966,-0.13516257857603137,-1.0584460590380742,-0.3659769349560106,-0.13633512909004694,1
Audi,A4 2.0 TDI (143 bhp),-0.18724135924120483,-1.3160221850616403,-0.0736683038032608,Diesel,Automatic,Mumbai,White,First,Individual,1197 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,2.088782500738552e-15,-1.7081173033116212e-15,-1.69797295092789e-15,-0.3659769349560106,4.838251332933531e-16,1
Maruti Suzuki,Swift ZXi Plus AMT,-0.3835797167335658,1.3603613873020088,-0.5270423562095332,Petrol,Automatic,Agra,Grey,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,-1.001015289158452,-0.2478482687718221,-0.4610249380158845,-0.3659769349560106,-1.0215354719075949,1
Hyundai,Elite i20 Sportz 1.5 MT Diesel,-0.36291252120805406,1.3603613873020088,-0.1957305486818726,Diesel,Manual,Agra,White,First,Individual,1493 cc,99 bhp @ 4000 rpm,240 Nm @ 1500 rpm,FWD,-0.6565191920398916,0.05264690508361985,-0.6477190383353187,-0.3659769349560106,-1.0215354719075949,1
Audi,A3 35 TDI Technology + Sunroof,0.22610255126902876,-0.1265183751222407,-0.2393242075670911,Diesel,Automatic,Goa,White,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,0.40223214643781735,0.21040687135772687,-1.3123500354725046,-0.3659769349560106,-0.13633512909004694,1
Honda,City V CVT Petrol [2017-2019],-0.34637876478764473,0.17085757736260918,-0.09087908033114506,Petrol,Automatic,Mumbai,Grey,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,0.36548589607850424,-0.548343442627264,-0.7223966784630925,-0.3659769349560106,-0.8172584697189299,1
Ford,Figo Duratorq Diesel Titanium 1.4,-0.580331418136437,-1.0186462325767904,0.18759721262763074,Diesel,Manual,Mumbai,Red,First,Individual,1399 cc,68 bhp @ 4000 rpm,160 Nm @ 2000 rpm,FWD,-1.1158473215313056,-0.6610291328230548,-1.2302046313319537,-0.3659769349560106,-0.47679679940448844,1
Honda,Jazz VX Petrol,-0.46831521838816365,0.17085757736260918,0.6634132806280136,Petrol,Manual,Mumbai,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,-0.7483848179381745,-0.55585582197365,-0.35647624183700133,-0.3659769349560106,-0.8172584697189299,1
Volkswagen,Polo Highline1.2L (P),-0.5447838418325569,-1.0186462325767904,0.1878936495080502,Petrol,Manual,Mumbai,White,First,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,-0.7139352082263184,-0.6460043741302827,-1.036042766999742,-0.3659769349560106,-0.47679679940448844,1
Honda,Amaze 1.5 SX i-DTEC,-0.559250878700415,-0.7212702800919405,0.9725795094419832,Diesel,Manual,Warangal,Black,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,-0.668002395277177,-0.6610291328230548,-0.6477190383353187,-0.3659769349560106,-1.1577201400333714,1
Toyota,Camry 2.5L AT,0.26537022276750094,0.17085757736260918,-0.12598069446552299,Petrol,Automatic,Delhi,Brown,First,Individual,2494 cc,179 bhp @ 6000 rpm,233 Nm @ 4100 rpm,FWD,1.249692545349476,0.42826587240292224,-0.834413138654753,-0.3659769349560106,1.2255115521677191,1
Mahindra,Thar LX 4-STR Hard Top Petrol AT,-0.021903795037111394,1.6577373397868587,-0.7711668459667568,Petrol,Automatic,Jalandhar,Black,First,Individual,1997 cc,150 bhp @ 5000 rpm,320 Nm @ 1500 rpm,AWD,-0.6794855985144623,0.390703975670992,1.8838529619962097,-1.5992772771400139,0.3403112093501712,1
Mercedes-Benz,C-Class 250 CDI Elegance,-0.24924294581773984,-1.61339813754649,-0.047512108472129694,Diesel,Automatic,Hyderabad,Black,Second,Individual,2143 cc,207@4200,500@1600,RWD,0.7237618370818071,0.015085008351689605,-1.0808493510764061,-0.3659769349560106,0.9531422159161659,1
Audi,Q3 35 TDI quattro Premium Plus,0.49477609310068055,0.4682335298474591,-0.33523025711457183,Diesel,Automatic,Pune,White,First,Individual,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD,0.23917066046836544,0.47334014848123857,0.12146065498075034,-0.3659769349560106,0.8169575477903892,1
Maruti Suzuki,Baleno Sigma 1.2,-0.4786488161509195,0.17085757736260918,0.12717640141271788,Petrol,Manual,Noida,Red,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,-0.6565191920398916,-0.17272447530796162,-0.6850578583992056,-0.3659769349560106,-1.0215354719075949,1
