Max Power,Location,Price,Drivetrain,Year,Seating Capacity,Owner,Fuel Tank Capacity,Transmission,Model,Height,Max Torque,Fuel Type,Color,Kilometer,Engine,Width,Length,Seller Type,Audi,BMW,Chevrolet,Datsun,Ferrari,Fiat,Ford,Honda,Hyundai,Isuzu,Jaguar,Jeep,Kia,Lamborghini,Land Rover,Lexus,MG,MINI,Mahindra,Maruti Suzuki,Maserati,Mercedes-Benz,Mitsubishi,Nissan,Porsche,Renault,Rolls-Royce,Skoda,Ssangyong,Tata,Toyota,Volkswagen,Volvo,Make,CNG,CNG + CNG,Diesel,Electric,Hybrid,LPG,Petrol,Petrol + CNG,Petrol + LPG,Automatic,Manual,4 or More,First,Fourth,Second,Third,UnRegistered Car,2.0,4.0,5.0,6.0,7.0,8.0
100@5500,Mumbai,310000,FWD,2011,5.0,First,45.0,Automatic,i20 Asta 1.4 AT with AVN,1505.0,137@4200,Petrol,Silver,26000,1396 cc,1710.0,3940.0,Individual,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
101 bhp @ 3600 rpm,Delhi,865000,RWD,2015,7.0,First,55.0,Manual,Innova 2.5 GX BS IV 7 STR,1760.0,200 Nm @ 1200 rpm,Diesel,Silver,43634,2494 cc,1765.0,4585.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
101 bhp @ 3600 rpm,Mumbai,899000,RWD,2015,8.0,Third,55.0,Manual,Innova 2.5 GX BS IV 8 STR,1760.0,200 Nm @ 1200 rpm,Diesel,Silver,125000,2494 cc,1765.0,4585.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
101 bhp @ 3600 rpm,Mumbai,990000,RWD,2015,7.0,First,55.0,Manual,Innova 2.5 GX BS IV 7 STR,1760.0,200 Nm @ 1200 rpm,Diesel,Gold,98000,2494 cc,1765.0,4585.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
101 bhp @ 3600 rpm,Patna,944999,RWD,2016,8.0,First,55.0,Manual,Innova 2.5 G BS IV 8 STR,1760.0,200 Nm @ 1200 rpm,Diesel,White,65321,2494 cc,1765.0,4585.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
102@5500,Delhi,185000,FWD,2010,5.0,First,50.0,Manual,SX4 VXi,1560.0,145@4200,Petrol,Silver,64000,1586 cc,1735.0,4490.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
102@5500,Pune,325000,FWD,2012,5.0,First,50.0,Manual,SX4 VXi,1560.0,145@4200,Petrol,White,118000,1586 cc,1735.0,4490.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
102@5600,Dehradun,650000,FWD,2012,7.0,Second,55.0,Manual,Innova 2.5 V 7 STR,1755.0,200@1400,Diesel,Gold,143477,2494 cc,1770.0,4555.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
102@5600,Hyderabad,960000,FWD,2012,7.0,First,55.0,Manual,Innova 2.5 V 7 STR,1755.0,200@1400,Diesel,Silver,222000,2494 cc,1770.0,4555.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
102@5600,Kanpur,645000,FWD,2013,7.0,Second,55.0,Manual,Innova 2.5 G4 7 STR,1755.0,200@1400,Diesel,Grey,76000,2494 cc,1770.0,4555.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
102@5600,Varanasi,160000,FWD,2008,8.0,Fourth,55.0,Manual,Innova 2.5 E,1755.0,200@3400,Diesel,White,90000,2494 cc,1770.0,4555.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
103 bhp @ 4400 rpm,Bangalore,545000,FWD,2013,5.0,First,55.0,Manual,Vento Highline Diesel,1466.0,250 Nm @ 1500 rpm,Diesel,Silver,110000,1598 cc,1699.0,4384.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Chandigarh,549000,FWD,2014,5.0,First,55.0,Automatic,Rapid 1.5 TDI CR Ambition Plus AT,1466.0,250 Nm @ 1500 rpm,Diesel,Bronze,42000,1498 cc,1699.0,4386.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skoda,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Dehradun,350000,FWD,2013,5.0,Second,55.0,Manual,Vento Highline Diesel,1466.0,250 Nm @ 1500 rpm,Diesel,White,78000,1598 cc,1699.0,4384.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Delhi,434999,FWD,2014,5.0,First,55.0,Manual,Vento Comfortline Diesel,1466.0,250 Nm @ 1500 rpm,Diesel,Grey,79081,1598 cc,1699.0,4384.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Hyderabad,500000,FWD,2012,5.0,First,55.0,Manual,Rapid Elegance 1.6 TDI CR MT,1466.0,250 Nm @ 1500 rpm,Diesel,Black,86288,1598 cc,1699.0,4386.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skoda,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Lucknow,325000,FWD,2013,5.0,First,45.0,Manual,Polo GT TDI,1453.0,250 Nm @ 1500 rpm,Diesel,White,76000,1598 cc,1682.0,3970.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Pune,499000,FWD,2014,5.0,Second,55.0,Automatic,Rapid 1.5 TDI CR Ambition Plus AT,1466.0,250 Nm @ 1500 rpm,Diesel,Black,88000,1498 cc,1699.0,4386.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skoda,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Pune,685000,FWD,2015,5.0,First,55.0,Automatic,Vento Highline Diesel AT,1466.0,250 Nm @ 1500 rpm,Diesel,Grey,85000,1498 cc,1699.0,4384.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Bangalore,765000,FWD,2015,5.0,First,55.0,Automatic,Vento Comfortline Petrol AT,1466.0,153 Nm @ 3800 rpm,Petrol,Brown,60240,1197 cc,1699.0,4384.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Bangalore,944999,FWD,2017,5.0,First,45.0,Automatic,Polo GT TSI,1469.0,175 Nm @ 1500 rpm,Petrol,Grey,41417,1197 cc,1682.0,3971.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Bangalore,1095000,FWD,2020,5.0,First,45.0,Automatic,Polo GT TSI,1469.0,175 Nm @ 1500 rpm,Petrol,Red,43260,1197 cc,1682.0,3971.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Delhi,625000,FWD,2016,5.0,First,45.0,Automatic,Polo GT TSI,1469.0,175 Nm @ 1500 rpm,Petrol,White,68000,1197 cc,1682.0,3971.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Faridabad,525000,FWD,2015,5.0,Second,45.0,Automatic,Polo GT TSI,1453.0,175 Nm @ 1500 rpm,Petrol,Grey,80852,1198 cc,1682.0,3970.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Faridabad,825000,FWD,2018,5.0,First,55.0,Automatic,Vento Highline Plus 1.2 (P) AT 16 Alloy,1467.0,175 Nm @ 1500 rpm,Petrol,Brown,62000,1197 cc,1699.0,4390.0,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Rohtak,650000,FWD,2017,5.0,First,55.0,Automatic,Vento TSI,1466.0,175 Nm @ 1500 rpm,Petrol,White,51000,1197 cc,1699.0,4384.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Surat,775000,FWD,2017,5.0,First,55.0,Automatic,Vento Highline Plus 1.2 (P) AT 16 Alloy,1467.0,175 Nm @ 1500 rpm,Petrol,White,60500,1197 cc,1699.0,4390.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Chandigarh,360000,FWD,2013,5.0,First,55.0,Manual,Vento Comfortline Petrol,1466.0,153 Nm @ 3800 rpm,Petrol,Bronze,58000,1598 cc,1699.0,4384.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Chennai,940000,FWD,2021,5.0,First,55.0,Manual,Vento Highline Plus 1.6 (P),1467.0,153 Nm @ 3800 rpm,Petrol,Maroon,35000,1598 cc,1699.0,4390.0,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Dehradun,690000,FWD,2018,5.0,First,55.0,Manual,Vento Comfortline 1.6 (P),1467.0,153 Nm @ 3800 rpm,Petrol,Gold,38000,1598 cc,1699.0,4390.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Delhi,425000,FWD,2013,5.0,Second,55.0,Automatic,Rapid Elegance 1.6 MPI AT,1466.0,153 Nm @ 3800 rpm,Petrol,White,57000,1598 cc,1699.0,4386.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skoda,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Faridabad,399000,FWD,2014,5.0,First,55.0,Automatic,Vento Highline Petrol AT,1466.0,153 Nm @ 3800 rpm,Petrol,Silver,88000,1598 cc,1699.0,4384.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Mumbai,430000,FWD,2015,5.0,First,55.0,Manual,Vento Comfortline Petrol,1466.0,153 Nm @ 3800 rpm,Petrol,Brown,98112,1598 cc,1699.0,4384.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Bangalore,823000,FWD,2018,5.0,First,43.0,Automatic,Ciaz Alpha Hybrid 1.5 AT [2018-2020],1485.0,138 Nm @ 4400 rpm,Petrol,Green,90000,1462 cc,1730.0,4490.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Bangalore,925000,FWD,2021,5.0,First,48.0,Manual,Vitara Brezza VXi,1640.0,138 Nm @ 4400 rpm,Petrol,White,48000,1462 cc,1790.0,3995.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Bangalore,1075000,FWD,2019,5.0,First,43.0,Automatic,Ciaz Alpha Hybrid 1.5 AT [2018-2020],1485.0,138 Nm @ 4400 rpm,Petrol,Blue,30672,1462 cc,1730.0,4490.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Bangalore,1225000,FWD,2021,7.0,First,45.0,Manual,Ertiga ZXi Plus,1690.0,138 Nm @ 4400 rpm,Petrol,White,23000,1462 cc,1735.0,4395.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
103 bhp @ 6000 rpm,Delhi,825000,FWD,2019,5.0,First,43.0,Manual,Ciaz Delta Hybrid 1.5 [2018-2020],1485.0,138 Nm @ 4400 rpm,Petrol,White,44000,1462 cc,1730.0,4490.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Delhi,910000,FWD,2019,5.0,First,43.0,Manual,Ciaz Alpha Hybrid 1.5 [2018-2020],1485.0,138 Nm @ 4400 rpm,Petrol,Blue,34000,1462 cc,1730.0,4490.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Delhi,990000,FWD,2019,7.0,First,45.0,Automatic,Ertiga ZXi AT,1690.0,138 Nm @ 4400 rpm,Petrol,White,21894,1462 cc,1735.0,4395.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
103 bhp @ 6000 rpm,Delhi,1225000,FWD,2022,6.0,First,45.0,Manual,XL6 Zeta MT Petrol,1700.0,138 Nm @ 4400 rpm,Petrol,Grey,16000,1462 cc,1775.0,4445.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
103 bhp @ 6000 rpm,Jaipur,1190000,FWD,2020,6.0,First,45.0,Automatic,XL6 Alpha AT Petrol,1700.0,138 Nm @ 4400 rpm,Petrol,Blue,47248,1462 cc,1775.0,4445.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
103 bhp @ 6000 rpm,Mumbai,750000,FWD,2019,5.0,First,43.0,Manual,Ciaz Delta Hybrid 1.5 [2018-2020],1485.0,138 Nm @ 4400 rpm,Petrol,Blue,6200,1462 cc,1730.0,4490.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Mumbai,849000,FWD,2021,5.0,First,48.0,Manual,Vitara Brezza VXi,1640.0,138 Nm @ 4400 rpm,Petrol,White,17283,1462 cc,1790.0,3995.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Mumbai,994999,FWD,2019,6.0,First,45.0,Manual,XL6 Zeta MT Petrol,1700.0,138 Nm @ 4400 rpm,Petrol,Brown,27900,1462 cc,1775.0,4445.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
103 bhp @ 6000 rpm,Mumbai,1044999,FWD,2021,5.0,First,48.0,Manual,Vitara Brezza ZXi Plus,1640.0,138 Nm @ 4400 rpm,Petrol,Silver,24000,1462 cc,1790.0,3995.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Mysore,1299000,FWD,2021,6.0,First,45.0,Manual,XL6 Alpha MT Petrol,1700.0,138 Nm @ 4400 rpm,Petrol,White,13400,1462 cc,1775.0,4445.0,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
