Max Power,Location,Price,Drivetrain,Year,Seating Capacity,Owner,Fuel Tank Capacity,Transmission,Model,Height,Max Torque,Fuel Type,Color,Kilometer,Engine,Width,Length,Seller Type,Audi,BMW,Chevrolet,Datsun,Ferrari,Fiat,Ford,Honda,Hyundai,Isuzu,Jaguar,Jeep,Kia,Land Rover,Lexus,MG,MINI,Mahindra,Maruti Suzuki,Maserati,Mercedes-Benz,Mitsubishi,Nissan,Porsche,Renault,Rolls-Royce,Skoda,Ssangyong,Tata,Toyota,Volkswagen,Volvo,Make,CNG,CNG + CNG,Diesel,Hybrid,LPG,Petrol,Petrol + CNG,Automatic,Manual,First,Second,Third,UnRegistered Car,2.0,4.0,5.0,6.0,7.0,8.0
101 bhp @ 3600 rpm,Delhi,-0.3518033820215376,RWD,-0.5460943347487199,2.113192759065235,First,0.18351383600784246,Manual,Innova 2.5 GX BS IV 7 STR,1.2707468104977937,200 Nm @ 1200 rpm,Diesel,Silver,-0.16239085970487335,2494 cc,-0.021981136430610667,0.6959049988875242,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
101 bhp @ 3600 rpm,Mumbai,-0.33778532406793454,RWD,-0.5460943347487199,3.3526679485764244,Third,0.18351383600784246,Manual,Innova 2.5 GX BS IV 8 STR,1.2707468104977937,200 Nm @ 1200 rpm,Diesel,Silver,1.222028790121841,2494 cc,-0.021981136430610667,0.6959049988875242,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
101 bhp @ 3600 rpm,Mumbai,-0.3002664042509381,RWD,-0.5460943347487199,2.113192759065235,First,0.18351383600784246,Manual,Innova 2.5 GX BS IV 7 STR,1.2707468104977937,200 Nm @ 1200 rpm,Diesel,Gold,0.7626313692664309,2494 cc,-0.021981136430610667,0.6959049988875242,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
101 bhp @ 3600 rpm,Patna,-0.3188201285441761,RWD,-0.227383408769561,3.3526679485764244,First,0.18351383600784246,Manual,Innova 2.5 G BS IV 8 STR,1.2707468104977937,200 Nm @ 1200 rpm,Diesel,White,0.20660735755776646,2494 cc,-0.021981136430610667,0.6959049988875242,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
103 bhp @ 4400 rpm,Bangalore,-0.4837380451142724,FWD,-1.183516186707038,-0.3657576199571435,First,0.18351383600784246,Manual,Vento Highline Diesel,-0.9136369597107552,250 Nm @ 1500 rpm,Diesel,Silver,0.9668080007577242,1598 cc,-0.5246091412898628,0.23500612761890333,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Chandigarh,-0.48208886182561317,FWD,-0.864805260727879,-0.3657576199571435,First,0.18351383600784246,Automatic,Rapid 1.5 TDI CR Ambition Plus AT,-0.9136369597107552,250 Nm @ 1500 rpm,Diesel,Bronze,-0.19019291102627112,1498 cc,-0.5246091412898628,0.23959218603948662,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skoda,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Dehradun,-0.5641357304364076,FWD,-1.183516186707038,-0.3657576199571435,Second,0.18351383600784246,Manual,Vento Highline Diesel,-0.9136369597107552,250 Nm @ 1500 rpm,Diesel,White,0.4223369834476088,1598 cc,-0.5246091412898628,0.23500612761890333,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Delhi,-0.5290909978482221,FWD,-0.864805260727879,-0.3657576199571435,First,0.18351383600784246,Manual,Vento Comfortline Diesel,-0.9136369597107552,250 Nm @ 1500 rpm,Diesel,Grey,0.4407298950011161,1598 cc,-0.5246091412898628,0.23500612761890333,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Hyderabad,-0.5022913571116882,FWD,-1.502227112686197,-0.3657576199571435,First,0.18351383600784246,Manual,Rapid Elegance 1.6 TDI CR MT,-0.9136369597107552,250 Nm @ 1500 rpm,Diesel,Black,0.5633549769309287,1598 cc,-0.5246091412898628,0.23959218603948662,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skoda,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Lucknow,-0.5744431259905275,FWD,-1.183516186707038,-0.3657576199571435,First,-0.4759774648890387,Manual,Polo GT TDI,-1.0102253577131741,250 Nm @ 1500 rpm,Diesel,White,0.38830754486572655,1598 cc,-0.6540739304202762,-0.7143079654418382,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Pune,-0.502703652933853,FWD,-0.864805260727879,-0.3657576199571435,Second,0.18351383600784246,Automatic,Rapid 1.5 TDI CR Ambition Plus AT,-0.9136369597107552,250 Nm @ 1500 rpm,Diesel,Black,0.5924841763570199,1498 cc,-0.5246091412898628,0.23959218603948662,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skoda,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Pune,-0.42601663001120094,FWD,-0.5460943347487199,-0.3657576199571435,First,0.18351383600784246,Automatic,Vento Highline Diesel AT,-0.9136369597107552,250 Nm @ 1500 rpm,Diesel,Grey,0.5414400184841965,1498 cc,-0.5246091412898628,0.23500612761890333,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Bangalore,-0.3930329642380172,FWD,-0.5460943347487199,-0.3657576199571435,First,0.18351383600784246,Automatic,Vento Comfortline Petrol AT,-0.9136369597107552,153 Nm @ 3800 rpm,Petrol,Brown,0.12015556884049469,1197 cc,-0.5246091412898628,0.23500612761890333,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Bangalore,-0.3188201285441761,FWD,0.09132751720959799,-0.3657576199571435,First,-0.4759774648890387,Automatic,Polo GT TSI,-0.8913473294025047,175 Nm @ 1500 rpm,Petrol,Grey,-0.2001124923728898,1197 cc,-0.6540739304202762,-0.7120149362315465,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Bangalore,-0.2569753429236345,FWD,1.047460295147075,-0.3657576199571435,First,-0.4759774648890387,Automatic,Polo GT TSI,-0.8913473294025047,175 Nm @ 1500 rpm,Petrol,Red,-0.16875436471968533,1197 cc,-0.6540739304202762,-0.7120149362315465,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Delhi,-0.4507543793410887,FWD,-0.227383408769561,-0.3657576199571435,First,-0.4759774648890387,Automatic,Polo GT TSI,-0.8913473294025047,175 Nm @ 1500 rpm,Petrol,White,0.2521897905381977,1197 cc,-0.6540739304202762,-0.7120149362315465,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Faridabad,-0.4919839615575683,FWD,-0.5460943347487199,-0.3657576199571435,Second,-0.4759774648890387,Automatic,Polo GT TSI,-1.0102253577131741,175 Nm @ 1500 rpm,Petrol,Grey,0.4708629628653728,1198 cc,-0.6540739304202762,-0.7143079654418382,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Faridabad,-0.36829521490812944,FWD,0.410038443188757,-0.3657576199571435,First,0.18351383600784246,Automatic,Vento Highline Plus 1.2 (P) AT 16 Alloy,-0.9062070829413384,175 Nm @ 1500 rpm,Petrol,Brown,0.15010147479255104,1197 cc,-0.5246091412898628,0.2487643028806532,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Rohtak,-0.4404469837869688,FWD,0.09132751720959799,-0.3657576199571435,First,0.18351383600784246,Automatic,Vento TSI,-0.9136369597107552,175 Nm @ 1500 rpm,Petrol,White,-0.037060437407801156,1197 cc,-0.5246091412898628,0.23500612761890333,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Surat,-0.38891000601636927,FWD,0.09132751720959799,-0.3657576199571435,First,0.18351383600784246,Automatic,Vento Highline Plus 1.2 (P) AT 16 Alloy,-0.9062070829413384,175 Nm @ 1500 rpm,Petrol,White,0.12457939585613938,1197 cc,-0.5246091412898628,0.2487643028806532,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Chandigarh,-0.5600127722147596,FWD,-1.183516186707038,-0.3657576199571435,First,0.18351383600784246,Manual,Vento Comfortline Petrol,-0.9136369597107552,153 Nm @ 3800 rpm,Petrol,Bronze,0.0820425976287866,1598 cc,-0.5246091412898628,0.23500612761890333,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Chennai,-0.3208811953591779,FWD,1.366171221126234,-0.3657576199571435,First,0.18351383600784246,Manual,Vento Highline Plus 1.6 (P),-0.9062070829413384,153 Nm @ 3800 rpm,Petrol,Maroon,-0.3092959460628589,1598 cc,-0.5246091412898628,0.2487643028806532,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Dehradun,-0.42395515090037694,FWD,0.410038443188757,-0.3657576199571435,First,0.18351383600784246,Manual,Vento Comfortline 1.6 (P),-0.9062070829413384,153 Nm @ 3800 rpm,Petrol,Gold,-0.2582517881900356,1598 cc,-0.5246091412898628,0.2487643028806532,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Delhi,-0.533213543774048,FWD,-1.183516186707038,-0.3657576199571435,Second,0.18351383600784246,Automatic,Rapid Elegance 1.6 MPI AT,-0.9136369597107552,153 Nm @ 3800 rpm,Petrol,White,0.0650278783378455,1598 cc,-0.5246091412898628,0.23959218603948662,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skoda,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Faridabad,-0.5439332351503327,FWD,-0.864805260727879,-0.3657576199571435,First,0.18351383600784246,Automatic,Vento Highline Petrol AT,-0.9136369597107552,153 Nm @ 3800 rpm,Petrol,Silver,0.5924841763570199,1598 cc,-0.5246091412898628,0.23500612761890333,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Mumbai,-0.531152064663224,FWD,-0.5460943347487199,-0.3657576199571435,First,0.18351383600784246,Manual,Vento Comfortline Petrol,-0.9136369597107552,153 Nm @ 3800 rpm,Petrol,Brown,0.7645370178270163,1598 cc,-0.5246091412898628,0.23500612761890333,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Bangalore,-0.3691198065524591,FWD,0.410038443188757,-0.3657576199571435,First,-0.6078757250684149,Automatic,Ciaz Alpha Hybrid 1.5 AT [2018-2020],-0.7724693010918354,138 Nm @ 4400 rpm,Petrol,Green,0.6265136149389021,1462 cc,-0.2885262905226383,0.4780672239098178,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Bangalore,-0.32706563269164984,FWD,1.366171221126234,-0.3657576199571435,First,-0.27813007461997435,Manual,Vitara Brezza VXi,0.3791615981677737,138 Nm @ 4400 rpm,Petrol,White,-0.08810459528062448,1462 cc,0.16840825934940906,-0.656982235184547,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Bangalore,-0.2652212593669304,FWD,0.728749369167916,-0.3657576199571435,First,-0.6078757250684149,Automatic,Ciaz Alpha Hybrid 1.5 AT [2018-2020],-0.7724693010918354,138 Nm @ 4400 rpm,Petrol,Blue,-0.382935651154052,1462 cc,-0.2885262905226383,0.4780672239098178,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Bangalore,-0.203376886042211,FWD,1.366171221126234,2.113192759065235,First,-0.4759774648890387,Manual,Ertiga ZXi Plus,0.7506554366386153,138 Nm @ 4400 rpm,Petrol,White,-0.5134725775541522,1462 cc,-0.2504484113666343,0.2602294489321114,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
103 bhp @ 6000 rpm,Delhi,-0.36829521490812944,FWD,0.728749369167916,-0.3657576199571435,First,-0.6078757250684149,Manual,Ciaz Delta Hybrid 1.5 [2018-2020],-0.7724693010918354,138 Nm @ 4400 rpm,Petrol,White,-0.1561634724443889,1462 cc,-0.2885262905226383,0.4780672239098178,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Delhi,-0.33325007002412177,FWD,0.728749369167916,-0.3657576199571435,First,-0.6078757250684149,Manual,Ciaz Alpha Hybrid 1.5 [2018-2020],-0.7724693010918354,138 Nm @ 4400 rpm,Petrol,Blue,-0.3263106653538,1462 cc,-0.2885262905226383,0.4780672239098178,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Delhi,-0.3002664042509381,FWD,0.728749369167916,2.113192759065235,First,-0.4759774648890387,Automatic,Ertiga ZXi AT,0.7506554366386153,138 Nm @ 4400 rpm,Petrol,White,-0.5322908570899331,1462 cc,-0.2504484113666343,0.2602294489321114,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
103 bhp @ 6000 rpm,Delhi,-0.203376886042211,FWD,1.684882147105393,0.8737175695540458,First,-0.4759774648890387,Manual,XL6 Zeta MT Petrol,0.8249542043327837,138 Nm @ 4400 rpm,Petrol,Grey,-0.6325756125907399,1462 cc,0.054174621881397225,0.3748809094466937,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
103 bhp @ 6000 rpm,Jaipur,-0.21780723981797886,FWD,1.047460295147075,0.8737175695540458,First,-0.4759774648890387,Automatic,XL6 Alpha AT Petrol,0.8249542043327837,138 Nm @ 4400 rpm,Petrol,Blue,-0.1008996641874122,1462 cc,0.054174621881397225,0.3748809094466937,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
103 bhp @ 6000 rpm,Mumbai,-0.3992174015704892,FWD,0.728749369167916,-0.3657576199571435,First,-0.6078757250684149,Manual,Ciaz Delta Hybrid 1.5 [2018-2020],-0.7724693010918354,138 Nm @ 4400 rpm,Petrol,Blue,-0.7993198616419628,1462 cc,-0.2885262905226383,0.4780672239098178,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Mumbai,-0.35840011517617437,FWD,1.366171221126234,-0.3657576199571435,First,-0.27813007461997435,Manual,Vitara Brezza VXi,0.3791615981677737,138 Nm @ 4400 rpm,Petrol,White,-0.6107457277404625,1462 cc,0.16840825934940906,-0.656982235184547,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Mumbai,-0.2982053374359363,FWD,0.728749369167916,0.8737175695540458,First,-0.4759774648890387,Manual,XL6 Zeta MT Petrol,0.8249542043327837,138 Nm @ 4400 rpm,Petrol,Brown,-0.4301004530285408,1462 cc,0.054174621881397225,0.3748809094466937,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
103 bhp @ 6000 rpm,Mumbai,-0.2775905463276965,FWD,1.366171221126234,-0.3657576199571435,First,-0.27813007461997435,Manual,Vitara Brezza ZXi Plus,0.3791615981677737,138 Nm @ 4400 rpm,Petrol,Silver,-0.4964578582632111,1462 cc,0.16840825934940906,-0.656982235184547,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Mysore,-0.1728669952020161,FWD,1.366171221126234,0.8737175695540458,First,-0.4759774648890387,Manual,XL6 Alpha MT Petrol,0.8249542043327837,138 Nm @ 4400 rpm,Petrol,White,-0.6768138827471868,1462 cc,0.054174621881397225,0.3748809094466937,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
