Location,Length,Model,Max Power,Fuel Tank Capacity,Drivetrain,Seller Type,Engine,Fuel Type,Seating Capacity,Max Torque,Color,Owner,Transmission,Year,Kilometer,Price,Height,Width,Audi,BMW,Chevrolet,Datsun,Ferrari,Fiat,Ford,Honda,Hyundai,Isuzu,Jaguar,Jeep,Kia,Lamborghini,Land Rover,Lexus,MG,MINI,Mahindra,Maruti Suzuki,Maserati,Mercedes-Benz,Mitsubishi,Nissan,Porsche,Renault,Rolls-Royce,Skoda,Ssangyong,Tata,Toyota,Volkswagen,Volvo,Make,CNG,CNG + CNG,Diesel,Electric,Hybrid,LPG,Petrol,Petrol + CNG,Petrol + LPG,Automatic,Manual,4 or More,First,Fourth,Second,Third,UnRegistered Car,2.0,4.0,5.0,6.0,7.0,8.0
Agra,0.3639676113360324,Ecosport Titanium 1.5L TDCi,99 bhp @ 3750 rpm,0.4111111111111111,FWD,Individual,1498 cc,Diesel,0.5,205 Nm @ 1750 rpm,Brown,First,Manual,0.8529411764705882,0.046,0.016337157735114877,0.5807228915662651,0.38926174496644295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ford,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Agra,0.4720647773279352,Ertiga VDi,89 bhp @ 4000 rpm,0.3333333333333333,FWD,Individual,1248 cc,Diesel,0.8333333333333334,200 Nm @ 1750 rpm,Silver,First,Manual,0.7941176470588235,0.036,0.015736316557466167,0.6265060240963856,0.2953020134228188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Agra,0.47408906882591095,Creta SX 1.6 CRDi,126 bhp @ 4000 rpm,0.4444444444444444,FWD,Individual,1582 cc,Diesel,0.5,260 Nm @ 1500 rpm,White,First,Manual,0.9117647058823529,0.02945,0.035077680180824584,0.6024096385542169,0.40939597315436244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Agra,0.5145748987854251,Verna Fluidic 1.6 CRDi SX,126 bhp @ 4000 rpm,0.3111111111111111,FWD,Individual,1582 cc,Diesel,0.5,260 Nm @ 1900 rpm,Grey,First,Manual,0.7352941176470589,0.0355,0.010042631112128409,0.37349397590361444,0.30201342281879195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Agra,0.5210526315789473,Mobilio S Diesel,99 bhp @ 3600 rpm,0.3,FWD,Individual,1498 cc,Diesel,0.8333333333333334,200 Nm @ 1750 rpm,White,Second,Manual,0.7941176470588235,0.036,0.012188492460873794,0.5277108433734939,0.2791946308724832,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Honda,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Agra,0.542914979757085,City SV Diesel,99 bhp @ 3600 rpm,0.2777777777777778,FWD,Individual,1498 cc,Diesel,0.5,200 Nm @ 1750 rpm,Red,First,Manual,0.7941176470588235,0.038,0.014048238963119797,0.39759036144578314,0.2953020134228188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Honda,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Agra,0.5493927125506073,A3 35 TDI Premium Plus,141 bhp @ 3500 rpm,0.3888888888888889,FWD,Individual,1968 cc,Diesel,0.5,320 Nm @ 1750 rpm,Brown,First,Automatic,0.7647058823529411,0.04295,0.03836800091556751,0.3024096385542169,0.43087248322147653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Audi,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Agra,0.6461538461538462,Fortuner 3.0 MT,171@3600,0.7222222222222222,AWD,Individual,2982 cc,Diesel,0.8333333333333334,343@1400,White,Second,Manual,0.6764705882352942,0.0585,0.020056650739606878,0.8253012048192772,0.4899328859060403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Agra,0.6623481781376518,Innova GX 2.4 AT 7 STR,148 bhp @ 3400 rpm,0.4444444444444444,RWD,Individual,2393 cc,Diesel,0.8333333333333334,360 Nm @ 1400 rpm,Black,First,Automatic,1.0,0.0055,0.06798088752825385,0.7590361445783133,0.47651006711409394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Ahmedabad,0.11983805668016194,Alto 800 Lxi CNG,47 bhp @ 6000 rpm,0.2222222222222222,FWD,Individual,796 cc,CNG,0.5,69 Nm @ 3500 rpm,White,First,Manual,0.9117647058823529,0.028,0.009756516265629024,0.37349397590361444,0.020134228187919462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.16032388663967612,Eon D-Lite +,55 bhp @ 5500 rpm,0.18888888888888888,FWD,Individual,814 cc,Petrol,0.5,75 Nm @ 4000 rpm,White,Second,Manual,0.7647058823529411,0.0415,0.006466195530886097,0.4036144578313253,0.10067114093959731,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Ahmedabad,0.17813765182186234,Wagon R LXi,68@6200,0.2222222222222222,FWD,Individual,998 cc,Petrol,0.5,90@3500,White,First,Manual,0.7352941176470589,0.0126,0.006752310377385482,0.6445783132530121,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.19676113360323888,i10 Magna 1.2 Kappa2,79 bhp @ 6000 rpm,0.2222222222222222,FWD,Individual,1197 cc,Petrol,0.5,112.7619 Nm @ 4000 rpm,White,First,Manual,0.6764705882352942,0.0455,0.006895367800635175,0.463855421686747,0.1610738255033557,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.20283400809716598,Celerio VXi AMT,67 bhp @ 6000 rpm,0.2222222222222222,FWD,Individual,998 cc,Petrol,0.5,90 Nm @ 3500 rpm,White,First,Automatic,0.7941176470588235,0.035,0.009756516265629024,0.4759036144578313,0.16778523489932887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.2068825910931174,Santro Sportz,68 bhp @ 5500 rpm,0.2222222222222222,FWD,Individual,1086 cc,Petrol,0.5,99 Nm @ 4500 rpm,White,First,Manual,0.9705882352941176,0.0095,0.01436296529426912,0.4759036144578313,0.22818791946308725,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.2174089068825911,Wagon R VXI+ AMT,67 bhp @ 6200 rpm,0.2222222222222222,FWD,Individual,998 cc,Petrol,0.5,90 Nm @ 3500 rpm,Grey,First,Automatic,0.8235294117647058,0.035,0.009470401419129639,0.608433734939759,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.23319838056680162,Eeco 5 STR WITH A/C+HTR [2019-2020],73 bhp @ 6000 rpm,0.2777777777777778,RWD,Individual,1196 cc,Petrol,0.5,101 Nm @ 3000 rpm,White,First,Manual,0.8823529411764706,0.006384,0.010672083774427054,0.7650602409638554,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.28582995951417006,Grand i10 NIOS Magna 1.2 Kappa VTVT,82 bhp @ 6000 rpm,0.24444444444444444,FWD,Individual,1197 cc,Petrol,0.5,114 Nm @ 4000 rpm,White,First,Manual,0.9411764705882353,0.037,0.01547881319561672,0.42771084337349397,0.2751677852348993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.3020242914979757,Swift VXi,89 bhp @ 6000 rpm,0.24444444444444444,FWD,Individual,1197 cc,Petrol,0.5,113 Nm @ 4400 rpm,Others,First,Manual,0.9705882352941176,0.007183,0.017510228605762353,0.4397590361445783,0.348993288590604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.30404858299595144,Cooper JCW Hatchback,228 bhp @ 5200 rpm,0.32222222222222224,FWD,Individual,1998 cc,Petrol,0.3333333333333333,320 Nm @ 1450 rpm,Yellow,UnRegistered Car,Automatic,1.0,0.0,0.14737775743183315,0.3,0.338255033557047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MINI,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Ahmedabad,0.30404858299595144,Swift LXi,85 bhp @ 6000 rpm,0.3,FWD,Individual,1197 cc,Petrol,0.5,114 Nm @ 4000 rpm,Others,First,Manual,0.6764705882352942,0.0142565,0.0072100941317844985,0.4397590361445783,0.2953020134228188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.35870445344129553,Elite i20 Asta 1.4 (O) CRDi,89 bhp @ 4000 rpm,0.2777777777777778,FWD,Individual,1396 cc,Diesel,0.5,220 Nm @ 1500 rpm,White,First,Manual,0.8235294117647058,0.037605,0.014620468656118567,0.40963855421686746,0.3476510067114094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.35870445344129553,Elite i20 Asta 1.4 CRDI,89 bhp @ 4000 rpm,0.3333333333333333,FWD,Individual,1396 cc,Diesel,0.5,220 Nm @ 1500 rpm,White,First,Manual,0.8529411764705882,0.0325,0.018339961660610568,0.40963855421686746,0.3476510067114094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.35870445344129553,Elite i20 Asta 1.4 CRDI [2016-2017],89 bhp @ 4000 rpm,0.3333333333333333,FWD,Individual,1396 cc,Diesel,0.5,220 Nm @ 1500 rpm,White,First,Manual,0.9411764705882353,0.015,0.022059426053617923,0.40963855421686746,0.3476510067114094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.35870445344129553,Elite i20 Sportz 1.4,89 bhp @ 4000 rpm,0.3333333333333333,FWD,Individual,1396 cc,Diesel,0.5,220 Nm @ 1500 rpm,Silver,First,Manual,0.7941176470588235,0.0305,0.014649080140768505,0.40963855421686746,0.3476510067114094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.362753036437247,Baleno Sigma 1.2,83 bhp @ 6000 rpm,0.24444444444444444,FWD,Individual,1197 cc,Petrol,0.5,115 Nm @ 4000 rpm,White,First,Manual,0.8529411764705882,0.041,0.012617664730622872,0.4036144578313253,0.3624161073825503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.362753036437247,DZire VXi,89 bhp @ 6000 rpm,0.24444444444444444,FWD,Individual,1197 cc,Petrol,0.5,113 Nm @ 4400 rpm,White,First,Manual,0.9117647058823529,0.008326,0.018368573145260508,0.42168674698795183,0.348993288590604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.362753036437247,Swift DZire VXI,85 bhp @ 6000 rpm,0.3,FWD,Individual,1197 cc,Petrol,0.5,114 Nm @ 4000 rpm,White,Second,Manual,0.7647058823529411,0.0325,0.01190237761437441,0.46987951807228917,0.2953020134228188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Ahmedabad,0.362753036437247,TUV300 T6 Plus,100 bhp @ 3750 rpm,0.5,RWD,Individual,1493 cc,Diesel,0.8333333333333334,240 Nm @ 1600 rpm,White,Second,Manual,0.7941176470588235,0.0576695,0.01662327258161426,0.8120481927710843,0.48322147651006714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mahindra,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Ahmedabad,0.362753036437247,Vitara Brezza ZDi Plus,89 bhp @ 4000 rpm,0.36666666666666664,FWD,Individual,1248 cc,Diesel,0.5,200 Nm @ 1750 rpm,White,First,Manual,0.8823529411764706,0.041,0.02363308632084919,0.572289156626506,0.4228187919463087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.362753036437247,Xcent S 1.1 CRDi Special Edition,71 bhp @ 4000 rpm,0.3111111111111111,FWD,Individual,1120 cc,Diesel,0.5,180 Nm @ 1750 rpm,White,First,Manual,0.8529411764705882,0.0275,0.011501816829275271,0.42771084337349397,0.2483221476510067,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.362753036437247,Xcent S 1.2,81 bhp @ 6000 rpm,0.3111111111111111,FWD,Individual,1197 cc,Petrol,0.5,114 Nm @ 4000 rpm,White,First,Manual,0.7647058823529411,0.037,0.01001401962747847,0.42771084337349397,0.2483221476510067,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.362753036437247,Xcent S 1.2,81 bhp @ 6000 rpm,0.3111111111111111,FWD,Individual,1197 cc,Petrol,0.5,114 Nm @ 4000 rpm,White,First,Manual,0.8823529411764706,0.033,0.012617664730622872,0.42771084337349397,0.2483221476510067,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.362753036437247,i20 Magna (O) 1.2,83 bhp @ 6000 rpm,0.3333333333333333,FWD,Individual,1197 cc,Petrol,0.5,113.796 Nm @ 4000 rpm,Brown,First,Manual,0.7647058823529411,0.0115,0.011473205344625332,0.40963855421686746,0.31543624161073824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.3643724696356275,WR-V S MT Petrol,89 bhp @ 6000 rpm,0.2777777777777778,FWD,Individual,1199 cc,Petrol,0.5,110 Nm @ 4800 rpm,Brown,First,Manual,0.8529411764705882,0.011899,0.016480215158364567,0.5253012048192771,0.3476510067114094,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Honda,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.3643724696356275,WR-V VX MT Petrol,89 bhp @ 6000 rpm,0.2777777777777778,FWD,Individual,1199 cc,Petrol,0.5,110 Nm @ 4800 rpm,White,First,Manual,0.9117647058823529,0.0085,0.02434837343709765,0.5253012048192771,0.3476510067114094,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Honda,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.47408906882591095,Creta 1.6 SX,126 bhp @ 4000 rpm,0.5,FWD,Individual,1582 cc,Diesel,0.5,265 Nm @ 1900 rpm,Red,First,Manual,0.8235294117647058,0.036,0.022917799204600728,0.5602409638554217,0.40939597315436244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.47408906882591095,Creta 1.6 SX (O),126 bhp @ 4000 rpm,0.5,FWD,Individual,1582 cc,Diesel,0.5,265 Nm @ 1900 rpm,White,First,Manual,0.7941176470588235,0.032,0.023518640382249434,0.5602409638554217,0.40939597315436244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.47408906882591095,Creta 1.6 SX Plus AT,126 bhp @ 4000 rpm,0.5,FWD,Individual,1582 cc,Diesel,0.5,265 Nm @ 1900 rpm,Silver,First,Automatic,0.8235294117647058,0.044,0.024062258590598268,0.5602409638554217,0.40939597315436244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.47408906882591095,Creta 1.6 SX Plus AT,126 bhp @ 4000 rpm,0.5,FWD,Individual,1582 cc,Diesel,0.5,265 Nm @ 1900 rpm,White,First,Automatic,0.7941176470588235,0.034283,0.02763869417184058,0.5602409638554217,0.40939597315436244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Ahmedabad,0.47408906882591095,Creta E Plus 1.4 CRDI,89 bhp @ 4000 rpm,0.5,FWD,Individual,1396 cc,Diesel,0.5,224 Nm @ 1500 rpm,Orange,First,Manual,0.9117647058823529,0.0115,0.026923407055592114,0.5602409638554217,0.40939597315436244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
