Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,dummy_cat
Volkswagen,Vento Comfortline Petrol AT,0.020485823009355957,0.7941176470588235,0.03012,Petrol,Automatic,Bangalore,Brown,First,Individual,1197 cc,103 bhp @ 5000 rpm,153 Nm @ 3800 rpm,FWD,0.520242914979757,0.3006711409395973,0.3235294117647059,0.5,0.4444444444444444,1
Hyundai,Santro Sportz AMT [2018-2020],0.015450201710966782,0.8823529411764706,0.006886,Petrol,Automatic,Bangalore,White,First,Individual,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,0.2068825910931174,0.22818791946308725,0.4437340153452685,0.5,0.2222222222222222,1
Hyundai,Venue SX 1.0 (O) Petrol [2019-2020],0.02718091041744156,0.9117647058823529,0.013732,Petrol,Manual,Bangalore,Blue,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,0.362753036437247,0.3959731543624161,0.5012787723785166,0.5,0.3333333333333333,1
Maruti Suzuki,Alto LXi CNG,0.009184286572630254,0.9117647058823529,0.0236885,CNG,Manual,Delhi,Grey,First,Individual,998 cc,58 bhp @ 6000 rpm,78 Nm @ 3500 rpm,FWD,0.1805668016194332,0.020134228187919462,0.3350383631713555,0.3333333333333333,0.5,1
Maruti Suzuki,Ritz Zxi BS-IV,0.007896769763383021,0.7352941176470589,0.011543,Petrol,Manual,Mumbai,Grey,First,Individual,1197 cc,85 bhp @ 6000 rpm,113 Nm @ 4500 rpm,FWD,0.2736842105263158,0.2751677852348993,0.520460358056266,0.5,0.3111111111111111,1
Hyundai,Creta 1.6 SX Plus Petrol,0.032216531715830735,0.9117647058823529,0.0181565,Petrol,Manual,Mumbai,Grey,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,0.47408906882591095,0.40939597315436244,0.5332480818414322,0.5,0.5,1
Honda,Brio V MT,0.008640668364281423,0.7647058823529411,0.019638,Petrol,Manual,Mumbai,Red,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,0.2068825910931174,0.2751677852348993,0.3670076726342711,0.5,0.2222222222222222,1
Hyundai,Elite i20 Asta 1.2,0.01436296529426912,0.7941176470588235,0.023876,Petrol,Manual,Mumbai,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,0.35870445344129553,0.3476510067114094,0.3734015345268542,0.5,0.3333333333333333,1
Honda,WR-V VX MT Petrol,0.022059426053617923,0.8823529411764706,0.0139815,Petrol,Manual,Delhi,White,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,0.3643724696356275,0.3476510067114094,0.4961636828644501,0.5,0.2777777777777778,1
Hyundai,Venue SX 1.0 Turbo iMT,0.026923407055592114,0.9411764705882353,0.0120065,Petrol,Manual,Mumbai,Blue,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,0.362753036437247,0.3959731543624161,0.5012787723785166,0.5,0.3333333333333333,1
Hyundai,Creta 1.6 SX Plus AT,0.025063660553346113,0.8235294117647058,0.033,Diesel,Automatic,Raipur,Black,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,0.47408906882591095,0.40939597315436244,0.5332480818414322,0.5,0.5,1
Ford,Ecosport Titanium+ 1.0L EcoBoost,0.013905181539870104,0.7941176470588235,0.014,Petrol,Manual,Mumbai,Silver,First,Individual,999 cc,124 bhp @ 6000 rpm,170 Nm @ 1400 rpm,FWD,0.3643724696356275,0.38926174496644295,0.6329923273657289,0.5,0.4111111111111111,1
Hyundai,Santro GL (CNG),0.0027467025263940947,0.6176470588235294,0.036,CNG,Manual,Kanpur,Silver,Second,Individual,1086 cc,62 bhp @ 5500 rpm,96 Nm @ 3000 rpm,FWD,0.18866396761133603,0.06711409395973154,0.4820971867007673,0.5,0.2222222222222222,1
Tata,Tiago Revotron XE [2016-2019],0.010300134473977854,0.8823529411764706,0.0135345,Petrol,Manual,Mumbai,White,First,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,0.2619433198380567,0.23087248322147652,0.4117647058823529,0.5,0.2222222222222222,1
Tata,Tigor Revotorq XT,0.012617664730622872,0.8823529411764706,0.0215,Diesel,Manual,Patna,White,First,Individual,1047 cc,69 bhp @ 4000 rpm,140 Nm @ 1800 rpm,FWD,0.36153846153846153,0.27114093959731544,0.4143222506393862,0.5,0.2222222222222222,1
Toyota,Innova 2.4 G 8 STR [2016-2017],0.052959858087036134,0.9117647058823529,0.0355,Diesel,Manual,Mumbai,Bronze,First,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,0.6623481781376518,0.47651006711409394,0.7442455242966752,1.0,0.4444444444444444,1
Mercedes-Benz,GLC 220 d Progressive,0.10875225315441618,0.8529411764705882,0.0228,Diesel,Automatic,Mumbai,Black,Second,Individual,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,AWD,0.6303643724696356,0.5570469798657718,0.5447570332480819,0.5,0.5666666666666667,1
Hyundai,Creta SX 1.6 CRDi (O),0.03078595748333381,0.8823529411764706,0.03,Diesel,Manual,Patna,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,0.47408906882591095,0.40939597315436244,0.578005115089514,0.5,0.4444444444444444,1
Mercedes-Benz,M-Class ML 250 CDI,0.06440445194701153,0.7647058823529411,0.0525505,Diesel,Automatic,Vadodara,White,First,Individual,2143 cc,203 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,0.6902834008097166,0.8939597315436242,0.7455242966751918,0.5,0.6111111111111112,1
Toyota,Corolla Altis VL AT Petrol,0.029927612943835655,0.8235294117647058,0.0225,Petrol,Automatic,Mumbai,Black,First,Individual,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,0.6157894736842106,0.40268456375838924,0.3350383631713555,0.5,0.4444444444444444,1
Audi,A4 2.0 TDI (177bhp) Premium Plus,0.04366112557580613,0.7352941176470589,0.033,Diesel,Automatic,Hyderabad,White,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,0.648582995951417,0.47114093959731546,0.27365728900255754,0.5,0.5333333333333333,1
Mercedes-Benz,SLK-Class SLK 200 K,0.06726560041200538,0.6470588235294118,0.0170525,Petrol,Automatic,Mumbai,Grey,First,Individual,1796 cc,165@5500,240@3000,RWD,0.3979757085020243,0.4053691275167785,0.10741687979539642,0.0,0.6111111111111112,1
Hyundai,Elite i20 Asta 1.2,0.01361906669337072,0.7941176470588235,0.0341985,Petrol,Manual,Patna,Gold,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,0.35870445344129553,0.3476510067114094,0.3734015345268542,0.5,0.3333333333333333,1
Mahindra,Thar CRDe 4x4 AC,0.016480215158364567,0.7941176470588235,0.0325,Diesel,Manual,Yamunanagar,White,Second,Individual,2498 cc,105 bhp @ 3800 rpm,247 Nm @ 1800 rpm,AWD,0.33238866396761135,0.33691275167785234,0.9168797953964194,0.6666666666666666,0.5,1
Maruti Suzuki,Baleno Delta 1.2,0.015907985465365797,0.9117647058823529,0.0137345,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,0.362753036437247,0.3624161073825503,0.3670076726342711,0.5,0.24444444444444444,1
Maruti Suzuki,Celerio VXi AMT,0.01038596892792767,0.8235294117647058,0.020529,Petrol,Automatic,Delhi,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,0.20283400809716598,0.16778523489932887,0.4437340153452685,0.5,0.2222222222222222,1
Maruti Suzuki,Ciaz VDi SHVS,0.016480215158364567,0.8235294117647058,0.025665,Diesel,Manual,Mumbai,Brown,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,0.5631578947368421,0.3422818791946309,0.34782608695652173,0.5,0.3111111111111111,1
Maruti Suzuki,Ciaz VXi,0.01321850590827158,0.7941176470588235,0.0229845,Petrol,Manual,Mumbai,Silver,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,0.5631578947368421,0.3422818791946309,0.34782608695652173,0.5,0.3111111111111111,1
Hyundai,Creta SX Plus 1.6 AT CRDI,0.03150124459958227,0.8529411764705882,0.033301,Diesel,Automatic,Mumbai,Grey,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,0.47408906882591095,0.40939597315436244,0.5332480818414322,0.5,0.5,1
Hyundai,Creta SX Plus 1.6  Petrol,0.023919201167348574,0.8235294117647058,0.0289915,Petrol,Manual,Mumbai,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,0.47408906882591095,0.40939597315436244,0.5332480818414322,0.5,0.5,1
Renault,Kwid 1.0 RXT AMT Opt,0.012045435037624102,0.9117647058823529,0.0055915,Petrol,Automatic,Mumbai,Silver,First,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,0.23481781376518218,0.1395973154362416,0.3388746803069054,0.5,0.14444444444444443,1
MG,Hector Sharp 2.0 Diesel [2019-2020],0.044691139023203916,0.9117647058823529,0.0231505,Diesel,Manual,Mumbai,White,First,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,0.6299595141700405,0.48322147651006714,0.6994884910485933,0.5,0.5,1
Tata,Tiago Revotron XZA [2017-2019],0.012188492460873794,0.8529411764705882,0.0174335,Petrol,Automatic,Mumbai,Silver,Second,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,0.2619433198380567,0.23087248322147652,0.4117647058823529,0.5,0.2222222222222222,1
Toyota,Innova 2.5 GX BS IV 7 STR,0.023346971474349804,0.7941176470588235,0.021817,Diesel,Manual,Delhi,Silver,First,Individual,2494 cc,101 bhp @ 3600 rpm,200 Nm @ 1200 rpm,RWD,0.6016194331983805,0.38926174496644295,0.6994884910485933,0.8333333333333334,0.4444444444444444,1
BMW,X3 xDrive 20d Luxury Line [2018-2020],0.10732167892191925,0.8823529411764706,0.004756,Diesel,Automatic,Mumbai,Blue,First,Corporate,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,0.6307692307692307,0.5449664429530201,0.5946291560102301,0.5,0.5777777777777777,1
Jeep,Compass Limited Plus 2.0 Diesel 4x4 AT,0.06941146176075076,0.9411764705882353,0.0056465,Diesel,Automatic,Mumbai,White,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,0.5246963562753036,0.4604026845637584,0.5460358056265985,0.5,0.5,1
Mahindra,Scorpio SLE BS-IV,0.010042631112128409,0.7647058823529411,0.039,Diesel,Manual,Gurgaon,White,Second,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,0.5388663967611336,0.4590604026845638,0.9744245524296675,1.0,0.5,1
Honda,Brio S MT,0.011187090498125947,0.8235294117647058,0.025187,Petrol,Manual,Vadodara,White,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,0.2068825910931174,0.2751677852348993,0.3670076726342711,0.5,0.2222222222222222,1
BMW,3-Series 320i Luxury Line,0.07871019427198077,0.8529411764705882,0.00795,Petrol,Automatic,Delhi,White,First,Individual,1998 cc,181 bhp @ 5000 rpm,270 Nm @ 1350 rpm,RWD,0.6210526315789474,0.45100671140939597,0.27621483375959077,0.5,0.4666666666666667,1
Honda,City V Petrol [2017-2019],0.017052444851363337,0.8529411764705882,0.032,Petrol,Manual,Mumbai,White,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,0.542914979757085,0.2953020134228188,0.36061381074168797,0.5,0.2777777777777778,1
Volkswagen,Polo Highline1.2L (D),0.009041229149380561,0.7352941176470589,0.039,Diesel,Manual,Jaipur,Silver,First,Individual,1199 cc,74 bhp @ 4200 rpm,180 Nm @ 2000 rpm,FWD,0.3526315789473684,0.2778523489932886,0.3069053708439898,0.5,0.3333333333333333,1
Maruti Suzuki,Vitara Brezza ZXi Plus,0.028497010099854083,0.9705882352941176,0.012,Petrol,Manual,Mumbai,Silver,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,0.362753036437247,0.4228187919463087,0.5460358056265985,0.5,0.36666666666666664,1
Maruti Suzuki,Eeco 7 STR [2019-2020],0.013332951846871334,0.9117647058823529,0.020155,Petrol,Manual,Pune,Grey,Second,Individual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,0.23319838056680162,0.0,0.7506393861892583,0.8333333333333334,0.2777777777777778,1
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],0.011616262767875024,0.7941176470588235,0.03485,Petrol,Automatic,Mumbai,Blue,First,Individual,1197 cc,79 bhp @ 6000 rpm,112 Nm @ 4000 rpm,FWD,0.26963562753036435,0.2483221476510067,0.39258312020460356,0.5,0.3111111111111111,1
BMW,X3 xDrive20d,0.05009870962204229,0.7058823529411765,0.0370365,Diesel,Automatic,Hyderabad,Black,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,AWD,0.6271255060728745,0.5449664429530201,0.5728900255754475,0.5,0.5777777777777777,1
Toyota,Fortuner 2.8 4x2 AT [2016-2020],0.09870962204228777,0.9117647058823529,0.0365,Diesel,Automatic,Mumbai,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,0.6866396761133603,0.5100671140939598,0.7953964194373402,0.8333333333333334,0.7222222222222222,1
Honda,Civic 1.8S MT,0.004034219335641327,0.5294117647058824,0.065,Petrol,Manual,Deoghar,Maroon,Third,Individual,1799 cc,130 bhp @ 6300 rpm,171.62 Nm @ 4300 rpm,FWD,0.5854251012145749,0.3691275167785235,0.3030690537084399,0.5,0.3888888888888889,1
Maruti Suzuki,Swift ZXi Plus AMT,0.02077193785585534,0.9705882352941176,0.012,Petrol,Automatic,Agra,Grey,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,0.3020242914979757,0.348993288590604,0.4053708439897698,0.5,0.24444444444444444,1
Hyundai,Elite i20 Sportz 1.5 MT Diesel,0.022202512088352264,0.9705882352941176,0.0215,Diesel,Manual,Agra,White,First,Individual,1493 cc,99 bhp @ 4000 rpm,240 Nm @ 1500 rpm,FWD,0.362753036437247,0.40268456375838924,0.3734015345268542,0.5,0.24444444444444444,1
Audi,A3 35 TDI Technology + Sunroof,0.06297387771451461,0.8235294117647058,0.02025,Diesel,Automatic,Goa,White,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,0.5493927125506073,0.43087248322147653,0.2595907928388747,0.5,0.3888888888888889,1
Honda,City V CVT Petrol [2017-2019],0.023346971474349804,0.8529411764705882,0.0245065,Petrol,Automatic,Mumbai,Grey,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,0.542914979757085,0.2953020134228188,0.36061381074168797,0.5,0.2777777777777778,1
Ford,Figo Duratorq Diesel Titanium 1.4,0.007152871162484621,0.7352941176470589,0.0324915,Diesel,Manual,Mumbai,Red,First,Individual,1399 cc,68 bhp @ 4000 rpm,160 Nm @ 2000 rpm,FWD,0.2817813765182186,0.2751677852348993,0.27365728900255754,0.5,0.3333333333333333,1
Honda,Jazz VX Petrol,0.01490658350261795,0.8529411764705882,0.046135,Petrol,Manual,Mumbai,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,0.3465587044534413,0.29395973154362415,0.42327365728900257,0.5,0.2777777777777778,1
Volkswagen,Polo Highline1.2L (P),0.009613458842379331,0.7352941176470589,0.0325,Petrol,Manual,Mumbai,White,First,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,0.3526315789473684,0.2778523489932886,0.3069053708439898,0.5,0.3333333333333333,1
Honda,Amaze 1.5 SX i-DTEC,0.008612056879631484,0.7647058823529411,0.055,Diesel,Manual,Warangal,Black,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,0.36072874493927126,0.2751677852348993,0.3734015345268542,0.5,0.2222222222222222,1
Toyota,Camry 2.5L AT,0.06569196875625877,0.8529411764705882,0.0235,Petrol,Automatic,Delhi,Brown,First,Individual,2494 cc,179 bhp @ 6000 rpm,233 Nm @ 4100 rpm,FWD,0.6987854251012146,0.4697986577181208,0.3414322250639386,0.5,0.6111111111111112,1
Mahindra,Thar LX 4-STR Hard Top Petrol AT,0.04580698692455151,1.0,0.005,Petrol,Automatic,Jalandhar,Black,First,Individual,1997 cc,150 bhp @ 5000 rpm,320 Nm @ 1500 rpm,AWD,0.35870445344129553,0.46308724832214765,0.8069053708439897,0.3333333333333333,0.4666666666666667,1
Mercedes-Benz,C-Class 250 CDI Elegance,0.03007067036708535,0.6764705882352942,0.02575,Diesel,Automatic,Hyderabad,Black,Second,Individual,2143 cc,207@4200,500@1600,RWD,0.6060728744939271,0.3959731543624161,0.29923273657289,0.5,0.5666666666666667,1
Audi,Q3 35 TDI quattro Premium Plus,0.08157134273697463,0.8823529411764706,0.0175,Diesel,Automatic,Pune,White,First,Individual,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD,0.5206477732793522,0.4778523489932886,0.5051150895140665,0.5,0.5444444444444444,1
Maruti Suzuki,Baleno Sigma 1.2,0.01419129638636949,0.8529411764705882,0.030759,Petrol,Manual,Noida,Red,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,0.362753036437247,0.3624161073825503,0.3670076726342711,0.5,0.24444444444444444,1
BMW,X1 sDrive20d xLine,0.08414637635546908,0.8823529411764706,0.017,Diesel,Automatic,Delhi,White,First,Corporate,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,0.548582995951417,0.763758389261745,0.42455242966751916,0.5,0.5333333333333333,1
Maruti Suzuki,Baleno Zeta 1.2,0.016194100311865182,0.8529411764705882,0.018029,Petrol,Manual,Mumbai,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,0.362753036437247,0.3624161073825503,0.3670076726342711,0.5,0.24444444444444444,1
Hyundai,Creta 1.6 SX Plus AT,0.024062258590598268,0.8235294117647058,0.044,Diesel,Automatic,Ahmedabad,Silver,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,0.47408906882591095,0.40939597315436244,0.5332480818414322,0.5,0.5,1
Volkswagen,Vento Comfortline Petrol,0.010900975651626564,0.7941176470588235,0.049056,Petrol,Manual,Mumbai,Brown,First,Individual,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,0.520242914979757,0.3006711409395973,0.3235294117647059,0.5,0.4444444444444444,1
Mercedes-Benz,C-Class 220 BlueEfficiency,0.04580698692455151,0.7352941176470589,0.029,Diesel,Automatic,Bangalore,Silver,First,Individual,2143 cc,170 bhp @ 4200 rpm,400 Nm @ 2800 rpm,RWD,0.6060728744939271,0.3959731543624161,0.29923273657289,0.5,0.5666666666666667,1
Toyota,Camry Hybrid,0.044347801207404655,0.7941176470588235,0.0461775,Petrol,Automatic,Mumbai,Silver,First,Individual,2494 cc,202 bhp @ 5700 rpm,270 Nm @ 4500 rpm,FWD,0.6987854251012146,0.4697986577181208,0.3414322250639386,0.5,0.5555555555555556,1
Maruti Suzuki,DZire VXi,0.018368573145260508,0.9117647058823529,0.008326,Petrol,Manual,Ahmedabad,White,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,0.362753036437247,0.348993288590604,0.38618925831202044,0.5,0.24444444444444444,1
Nissan,Terrano XV D THP 110 PS,0.017195502274613028,0.8235294117647058,0.038292,Diesel,Manual,Mumbai,White,First,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,0.4987854251012146,0.4657718120805369,0.5856777493606138,0.5,0.3888888888888889,1
Maruti Suzuki,Wagon R LXI CNG,0.010471803381877486,0.7941176470588235,0.02125,CNG,Manual,Mumbai,Brown,First,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,0.20242914979757085,0.026845637583892617,0.6227621483375959,0.5,0.2222222222222222,1
Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],0.017739120482961862,0.8235294117647058,0.035,Diesel,Manual,Mohali,Grey,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,0.362753036437247,0.4228187919463087,0.5460358056265985,0.5,0.36666666666666664,1
Porsche,Cayenne Coupe Platinum Edition,0.4621040885811565,1.0,0.001383,Petrol,Automatic,Mumbai,Blue,First,Individual,2995 cc,335 bhp @ 5300 rpm,450 Nm @ 1340 rpm,AWD,0.7417004048582996,0.6818791946308724,0.592071611253197,0.3333333333333333,0.6666666666666666,1
