Owner,Width,Year,Seller Type,Location,Max Torque,Drivetrain,Fuel Type,Kilometer,Length,Fuel Tank Capacity,Height,Color,Seating Capacity,Engine,Price,Transmission,Model,Max Power,Audi,BMW,Chevrolet,Datsun,Ferrari,Fiat,Ford,Honda,Hyundai,Isuzu,Jaguar,Jeep,Kia,Land Rover,Lexus,MG,MINI,Mahindra,Maruti Suzuki,Maserati,Mercedes-Benz,Mitsubishi,Nissan,Porsche,Renault,Rolls-Royce,Skoda,Ssangyong,Tata,Toyota,Volkswagen,Volvo,Make,CNG,CNG + CNG,Diesel,Hybrid,LPG,Petrol,Petrol + CNG,Automatic,Manual,First,Second,Third,UnRegistered Car,2.0,4.0,5.0,6.0,7.0,8.0
First,1475.0,2014,Individual,Pune,90 Nm @ 3500 rpm,FWD,Petrol,82682,3620.0,35.0,1460.0,White,5.0,998 cc,270000,Manual,Alto VXi,67 bhp @ 6200 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1475.0,2015,Individual,Ranchi,101 Nm @ 3000 rpm,RWD,Petrol,64000,3675.0,40.0,1800.0,Blue,5.0,1196 cc,320000,Manual,Eeco 5 STR [2014-2019],73 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1475.0,2016,Individual,Ahmedabad,90 Nm @ 3500 rpm,FWD,Petrol,70000,3636.0,35.0,1670.0,Grey,5.0,998 cc,380000,Automatic,Wagon R VXI+ AMT,67 bhp @ 6200 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
First,1475.0,2018,Individual,Ahmedabad,101 Nm @ 3000 rpm,RWD,Petrol,12768,3675.0,40.0,1800.0,White,5.0,1196 cc,422000,Manual,Eeco 5 STR WITH A/C+HTR [2019-2020],73 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1475.0,2018,Individual,Allahabad,90 Nm @ 3500 rpm,FWD,Petrol,43000,3636.0,35.0,1670.0,White,5.0,998 cc,450000,Manual,Wagon R VXi (O),67.7 bhp @ 6200 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1475.0,2019,Individual,Thane,101 Nm @ 3000 rpm,RWD,Petrol,40000,3675.0,40.0,1800.0,Silver,7.0,1196 cc,509999,Manual,Eeco 7 STR [2019-2020],73 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
First,1475.0,2020,Individual,Bangalore,101 Nm @ 3000 rpm,RWD,Petrol,41441,3675.0,40.0,1800.0,Silver,5.0,1196 cc,535000,Manual,Eeco 5 STR WITH A/C+HTR [2019-2020],73 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1475.0,2020,Individual,Samastipur,90 Nm @ 3500 rpm,FWD,Petrol,4295,3636.0,35.0,1670.0,Silver,5.0,998 cc,535000,Manual,Wagon R VXI+,67 bhp @ 6200 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1475.0,2021,Individual,Bhopal,101 Nm @ 3000 rpm,RWD,CNG,8640,3675.0,40.0,1800.0,White,5.0,1196 cc,590000,Manual,Eeco 5 STR WITH HTR CNG [2018-2019],73 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1475.0,2021,Individual,Mumbai,101 Nm @ 3000 rpm,RWD,CNG,1374,3675.0,40.0,1800.0,Grey,5.0,1196 cc,645000,Manual,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],73 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1475.0,2022,Individual,Hyderabad,98 Nm @ 3000 rpm,RWD,Petrol,7000,3675.0,40.0,1825.0,Grey,7.0,1196 cc,625000,Manual,Eeco 7 STR STD (O),72 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
First,1490.0,2011,Individual,Kanpur,90 Nm @ 3500 rpm,FWD,Petrol,72000,3545.0,35.0,1475.0,Silver,5.0,998 cc,160000,Manual,Alto VXi (O) [2014-2019],67 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2013,Individual,Dharwad,69 Nm @ 3500 rpm,FWD,Petrol,47800,3395.0,35.0,1475.0,Red,5.0,796 cc,319000,Manual,Alto 800 Vxi,47 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2014,Individual,Purnea,69 Nm @ 3500 rpm,FWD,Petrol,42505,3395.0,35.0,1475.0,Red,5.0,796 cc,210000,Manual,Alto 800 Lxi,47 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2015,Individual,Mohali,90 Nm @ 3500 rpm,FWD,Petrol,64000,3545.0,35.0,1475.0,Grey,5.0,998 cc,370000,Manual,Alto VXi [2014-2019],67 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2015,Individual,Mumbai,69 Nm @ 3500 rpm,FWD,CNG,78000,3395.0,35.0,1475.0,White,5.0,796 cc,289000,Manual,Alto 800 Lxi CNG,47 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2015,Individual,Patna,90 Nm @ 3500 rpm,FWD,Petrol,31000,3545.0,35.0,1475.0,White,5.0,998 cc,295000,Manual,Alto VXi [2014-2019],67 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2015,Individual,Pune,90 Nm @ 3500 rpm,FWD,Petrol,20100,3545.0,35.0,1475.0,Red,5.0,998 cc,365000,Automatic,Alto VXi AMT [2014-2018],67 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
First,1490.0,2016,Commercial Registration,Bhopal,69 Nm @ 3500 rpm,FWD,Petrol,52303,3395.0,35.0,1475.0,Grey,5.0,796 cc,340000,Manual,Alto 800 Lxi,47 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2016,Individual,Faridabad,69 Nm @ 3500 rpm,FWD,Petrol,55000,3395.0,35.0,1475.0,White,5.0,796 cc,245000,Manual,Alto 800 Lxi,47 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2016,Individual,Lucknow,69 Nm @ 3500 rpm,FWD,Petrol,17000,3395.0,35.0,1475.0,White,5.0,796 cc,285000,Manual,Alto 800 Lxi,47 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2016,Individual,Patna,69 Nm @ 3500 rpm,FWD,Petrol,22346,3395.0,35.0,1475.0,White,5.0,796 cc,285000,Manual,Alto 800 Vxi,47 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2016,Individual,Ranchi,90 Nm @ 3500 rpm,FWD,Petrol,64000,3545.0,35.0,1475.0,Silver,5.0,998 cc,245000,Manual,Alto VXi [2014-2019],67 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2017,Individual,Jamshedpur,69 Nm @ 3500 rpm,FWD,Petrol,40564,3395.0,35.0,1475.0,Silver,5.0,796 cc,286000,Manual,Alto 800 Lxi,47 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2017,Individual,Jamshedpur,69 Nm @ 3500 rpm,FWD,Petrol,45600,3395.0,35.0,1475.0,White,5.0,796 cc,285000,Manual,Alto 800 Lxi,47 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2017,Individual,Kanpur,69 Nm @ 3500 rpm,FWD,CNG,30000,3395.0,35.0,1475.0,White,5.0,796 cc,265000,Manual,Alto 800 Lxi CNG,47 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2017,Individual,Lucknow,69 Nm @ 3500 rpm,FWD,Petrol,52100,3395.0,35.0,1475.0,White,5.0,796 cc,265000,Manual,Alto 800 Lxi,47 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2017,Individual,Mumbai,90 Nm @ 3500 rpm,FWD,Petrol,16800,3545.0,35.0,1475.0,Grey,5.0,998 cc,369000,Manual,Alto VXi [2014-2019],67 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2017,Individual,Pimpri-Chinchwad,78 Nm @ 3500 rpm,FWD,CNG,63200,3545.0,60.0,1475.0,Grey,4.0,998 cc,330000,Manual,Alto LXi CNG [2014-2018],58 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
First,1490.0,2017,Individual,Pune,69 Nm @ 3500 rpm,FWD,CNG,45000,3395.0,35.0,1475.0,Silver,5.0,796 cc,299000,Manual,Alto 800 Lx CNG,48 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2018,Individual,Lucknow,90 Nm @ 3500 rpm,FWD,Petrol,18000,3545.0,35.0,1475.0,Silver,5.0,998 cc,390000,Manual,Alto VXi (O),67 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2019,Individual,Ahmedabad,69 Nm @ 3500 rpm,FWD,CNG,56000,3395.0,35.0,1475.0,White,5.0,796 cc,390000,Manual,Alto 800 Lxi CNG,47 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2019,Individual,Delhi,78 Nm @ 3500 rpm,FWD,CNG,47377,3545.0,60.0,1475.0,Grey,4.0,998 cc,370000,Manual,Alto LXi CNG,58 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
First,1490.0,2019,Individual,Hyderabad,90 Nm @ 3500 rpm,FWD,Petrol,57993,3545.0,35.0,1475.0,White,5.0,998 cc,430000,Automatic,Alto VXi AMT,67 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
First,1490.0,2019,Individual,Ludhiana,90 Nm @ 3500 rpm,FWD,Petrol,22000,3545.0,35.0,1475.0,White,5.0,998 cc,400000,Manual,Alto VXi (O),67 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2020,Individual,Deoghar,69 Nm @ 3500 rpm,FWD,Petrol,40000,3395.0,35.0,1475.0,White,5.0,796 cc,355000,Manual,Alto 800 Vxi (Airbag),47 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1490.0,2021,Individual,Mohali,69 Nm @ 3500 rpm,FWD,CNG,14000,3395.0,35.0,1475.0,Grey,5.0,796 cc,480000,Manual,Alto 800 Lxi CNG,47 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1495.0,2010,Individual,Gurgaon,48@3000,RWD,Petrol,60000,3099.0,15.0,1652.0,White,4.0,624 cc,49000,Manual,Nano Base,35@5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tata,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
First,1495.0,2012,Individual,Pune,90 Nm @ 3500 rpm,FWD,Petrol,52000,3600.0,35.0,1595.0,White,5.0,998 cc,229999,Manual,Estilo VXi BS-IV,67 bhp @ 6200 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1495.0,2013,Individual,Lucknow,90 Nm @ 4200 rpm,FWD,Petrol,66000,3495.0,38.0,1518.0,White,5.0,995 cc,190000,Manual,Spark LS 1.0 BS-III,62 bhp @ 5400 rpm,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chevrolet,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1495.0,2014,Individual,Lucknow,77 Nm @ 3500 rpm,FWD,CNG,82000,3599.0,35.0,1700.0,White,5.0,998 cc,310000,Manual,Wagon R LXI CNG (O),58 bhp @ 6200 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1495.0,2015,Individual,Kollam,90 Nm @ 3500 rpm,FWD,Petrol,43297,3599.0,35.0,1700.0,Red,5.0,998 cc,390000,Manual,Wagon R VXI,67 bhp @ 6200 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1495.0,2015,Individual,Mumbai,77 Nm @ 3500 rpm,FWD,CNG,42500,3599.0,35.0,1700.0,Brown,5.0,998 cc,415000,Manual,Wagon R LXI CNG,58 bhp @ 6200 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1495.0,2015,Individual,Mumbai,77 Nm @ 3500 rpm,FWD,CNG,64000,3599.0,35.0,1700.0,Silver,5.0,998 cc,375000,Manual,Wagon R LXI CNG,58 bhp @ 6200 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1495.0,2015,Individual,Pune,77 Nm @ 3500 rpm,FWD,CNG,67580,3599.0,35.0,1700.0,White,5.0,998 cc,445000,Manual,Wagon R LXI CNG (O),58 bhp @ 6200 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1495.0,2015,Individual,Ranchi,90 Nm @ 3500 rpm,FWD,Petrol,45000,3599.0,35.0,1700.0,Brown,5.0,998 cc,310000,Manual,Wagon R VXI,67 bhp @ 6200 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1495.0,2016,Individual,Faridabad,90 Nm @ 3500 rpm,FWD,Petrol,49857,3599.0,35.0,1700.0,White,5.0,998 cc,345000,Manual,Wagon R LXI ABS,67 bhp @ 6200 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1495.0,2016,Individual,Mumbai,77 Nm @ 3500 rpm,FWD,CNG,67850,3599.0,35.0,1700.0,Red,5.0,998 cc,400000,Manual,Wagon R LXI CNG,58 bhp @ 6200 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1495.0,2016,Individual,Pune,77 Nm @ 3500 rpm,FWD,CNG,26600,3599.0,35.0,1700.0,Brown,5.0,998 cc,430000,Manual,Wagon R LXI CNG (O),58 bhp @ 6200 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1495.0,2017,Individual,Agra,77 Nm @ 3500 rpm,FWD,CNG,43000,3599.0,35.0,1700.0,Grey,5.0,998 cc,400000,Manual,Wagon R LXI CNG,58 bhp @ 6200 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
