Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,dummy_cat
Renault,Kwid 1.0 RXT [2016-2019],-0.5187836022941024,0.410038443188757,-0.5212823337086941,Petrol,Manual,Bangalore,Grey,First,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,-1.3815794656367073,-1.4384782410339574,-0.8244784384777533,-0.3657576199571435,-1.5971126764137367,1
Maruti Suzuki,Ciaz Alpha Hybrid 1.5 AT [2018-2020],-0.2652212593669305,0.728749369167916,-0.382935651154052,Petrol,Automatic,Bangalore,Blue,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,0.4780672239098178,-0.2885262905226383,-0.7724693010918354,-0.3657576199571435,-0.6078757250684149,1
Tata,Harrier XZ [2019-2020],-0.009597849624756823,0.728749369167916,-0.54995213571393,Diesel,Manual,Bangalore,Orange,First,Individual,1956 cc,138 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,0.7257143786213156,0.9604281457942911,0.8695334649492846,-0.3657576199571435,-0.1462318144405981,1
Volkswagen,Polo GT TSI,-0.31882012854417613,0.09132751720959799,-0.2001124923728898,Petrol,Automatic,Bangalore,Grey,First,Individual,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,-0.7120149362315465,-0.6540739304202762,-0.8913473294025047,-0.3657576199571435,-0.4759774648890387,1
Maruti Suzuki,Celerio ZXi AMT [2019-2020],-0.47384294538231736,-0.227383408769561,-0.7096352762594123,Petrol,Automatic,Bangalore,Red,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,-1.344890998272041,-1.2785511485787409,-0.21522854338557296,-0.3657576199571435,-1.13546876578592,1
Maruti Suzuki,Alto 800 LXi (O),-0.5233184440420929,0.728749369167916,-0.8438473820263557,Petrol,Manual,Bangalore,Grey,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,-1.9181483008449525,-1.925875094230808,-0.8467680687860037,-0.3657576199571435,-1.13546876578592,1
Maruti Suzuki,Baleno Alpha Automatic,-0.33943491965241596,0.410038443188757,-0.5412916435948409,Petrol,Automatic,Bangalore,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,-0.656982235184547,-0.17429265305462646,-0.5867223818564146,-0.3657576199571435,-1.0035705056065436,1
Maruti Suzuki,Wagon R ZXi 1.2 AMT,-0.42024448850089385,1.047460295147075,-0.3811491056285032,Petrol,Automatic,Bangalore,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,-1.4366121666837068,-1.1262396319547252,0.6392072850973628,-0.3657576199571435,-1.3333161560549842,1
Hyundai,Creta 1.6 E Petrol,-0.4033403597921372,-0.227383408769561,0.11819887612203646,Petrol,Manual,Delhi,Silver,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,-0.026399202354344342,0.09225250103740118,0.30486283047360535,-0.3657576199571435,0.513259486456283,1
Maruti Suzuki,S-Presso VXi AMT,-0.5146602317766322,1.047460295147075,-0.8679061951037464,Petrol,Automatic,Mumbai,Grey,First,Individual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,-1.6429847956099548,-1.8877972150748041,-0.1855090363079056,-0.3657576199571435,-1.6630618065034248,1
Volkswagen,Vento Comfortline Petrol AT,-0.3930329642380173,-0.5460943347487199,0.12015556884049469,Petrol,Automatic,Bangalore,Brown,First,Individual,1197 cc,103 bhp @ 5000 rpm,153 Nm @ 3800 rpm,FWD,0.23500612761890333,-0.5246091412898628,-0.9136369597107552,-0.3657576199571435,0.18351383600784246,1
Hyundai,Santro Sportz AMT [2018-2020],-0.46559702893902144,0.410038443188757,-0.6704844071709567,Petrol,Automatic,Bangalore,White,First,Individual,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,-1.5397984811468308,-0.9358502361747054,-0.21522854338557296,-0.3657576199571435,-1.13546876578592,1
Hyundai,Venue SX 1.0 (O) Petrol [2019-2020],-0.296555741851455,0.728749369167916,-0.4375188706393911,Petrol,Manual,Bangalore,Blue,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,-0.656982235184547,0.01609674272539328,0.11911591123818453,-0.3657576199571435,-0.4759774648890387,1
Maruti Suzuki,Alto LXi CNG,-0.5558898139931118,0.728749369167916,-0.09870476539888079,CNG,Manual,Delhi,Grey,First,Individual,998 cc,58 bhp @ 6000 rpm,78 Nm @ 3500 rpm,FWD,-1.6888453798157879,-2.1162644900108276,-0.8467680687860037,-1.6052328094683328,0.513259486456283,1
Maruti Suzuki,Ritz Zxi BS-IV,-0.5744431259905276,-1.183516186707038,-0.5120093116951313,Petrol,Manual,Mumbai,Grey,First,Individual,1197 cc,85 bhp @ 6000 rpm,113 Nm @ 4500 rpm,FWD,-1.1614486614487092,-0.6693050820826778,0.23056406277943703,-0.3657576199571435,-0.6078757250684149,1
Hyundai,Creta 1.6 SX Plus Petrol,-0.22399167715045085,0.728749369167916,-0.2869556196338532,Petrol,Manual,Mumbai,Grey,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,-0.026399202354344342,0.09225250103740118,0.30486283047360535,-0.3657576199571435,0.513259486456283,1
Honda,Brio V MT,-0.5637234346142429,-0.864805260727879,-0.23654100637479472,Petrol,Manual,Mumbai,Red,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,-1.5397984811468308,-0.6693050820826778,-0.6610211495505829,-0.3657576199571435,-1.13546876578592,1
Hyundai,Elite i20 Asta 1.2,-0.4812642701812837,-0.5460943347487199,-0.09232424566477787,Petrol,Manual,Mumbai,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,-0.6799125272874635,-0.25806398719783513,-0.6238717657034988,-0.3657576199571435,-0.4759774648890387,1
Honda,WR-V VX MT Petrol,-0.3703571063147757,0.410038443188757,-0.4290285257132115,Petrol,Manual,Delhi,White,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,-0.6478101183433804,-0.25806398719783513,0.08939640416051721,-0.3657576199571435,-0.8057231153374792,1
Hyundai,Venue SX 1.0 Turbo iMT,-0.30026640425093815,1.047460295147075,-0.49623666691242885,Petrol,Manual,Mumbai,Blue,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,-0.656982235184547,0.01609674272539328,0.11911591123818453,-0.3657576199571435,-0.4759774648890387,1
Hyundai,Creta 1.6 SX Plus AT,-0.3270656326916499,-0.227383408769561,0.21816035195631547,Diesel,Automatic,Raipur,Black,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,-0.026399202354344342,0.09225250103740118,0.30486283047360535,-0.3657576199571435,0.513259486456283,1
Ford,Ecosport Titanium+ 1.0L EcoBoost,-0.4878610033359204,-0.5460943347487199,-0.42839898109944663,Petrol,Manual,Mumbai,Silver,First,Individual,999 cc,124 bhp @ 6000 rpm,170 Nm @ 1400 rpm,FWD,-0.6478101183433804,-0.021981136430610667,0.8843932184881184,-0.3657576199571435,-0.014333554261221883,1
Hyundai,Santro GL (CNG),-0.6486563739801909,-2.458359890623674,0.32024866770196214,CNG,Manual,Kanpur,Silver,Second,Individual,1086 cc,62 bhp @ 5500 rpm,96 Nm @ 3000 rpm,FWD,-1.6429847956099548,-1.8497193359188,0.007667759696932043,-0.3657576199571435,-1.13546876578592,1
Tata,Tiago Revotron XE [2016-2019],-0.5398102769286848,0.410038443188757,-0.4442396847593128,Petrol,Manual,Mumbai,White,First,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,-1.227946508547167,-0.9206190845123038,-0.40097546262099376,-0.3657576199571435,-1.13546876578592,1
Tata,Tigor Revotorq XT,-0.5064143153333363,0.410038443188757,-0.17317819173533003,Diesel,Manual,Patna,White,First,Individual,1047 cc,69 bhp @ 4000 rpm,140 Nm @ 1800 rpm,FWD,-0.663861322815422,-0.6921518095762801,-0.3861157090821601,-0.3657576199571435,-1.13546876578592,1
Toyota,Innova 2.4 G 8 STR [2016-2017],0.0749227939190264,0.728749369167916,0.303233948411021,Diesel,Manual,Mumbai,Bronze,First,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,1.039859380431271,0.47303129259744064,1.5307924974273828,3.3526679485764244,0.18351383600784246,1
Mercedes-Benz,GLC 220 d Progressive,0.8788996471403792,0.09132751720959799,-0.12893992157888315,Diesel,Automatic,Mumbai,Black,Second,Individual,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,AWD,0.8587100728182311,0.929965842469488,0.37173172139835686,-0.3657576199571435,0.9089542669944117,1
Hyundai,Creta SX 1.6 CRDi (O),-0.24460646825869067,0.410038443188757,0.11607203621066882,Diesel,Manual,Patna,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,-0.026399202354344342,0.09225250103740118,0.5649085174031945,-0.3657576199571435,0.18351383600784246,1
Mercedes-Benz,M-Class ML 250 CDI,0.23984112278494488,-0.864805260727879,0.8834528909514038,Diesel,Automatic,Vadodara,White,First,Individual,2143 cc,203 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,1.1980783959413948,2.841475376100886,1.5382223741967997,-0.3657576199571435,1.1727507873531642,1
Toyota,Corolla Altis VL AT Petrol,-0.25697534292363455,-0.227383408769561,-0.1391487531534478,Petrol,Automatic,Mumbai,Black,First,Individual,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,0.7761610212477318,0.054174621881397225,-0.8467680687860037,-0.3657576199571435,0.18351383600784246,1
Audi,A4 2.0 TDI (177bhp) Premium Plus,-0.05907334828453237,-1.183516186707038,0.21816035195631547,Diesel,Automatic,Hyderabad,White,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,0.9618963872813552,0.4425689892726375,-1.2034021537180117,-0.3657576199571435,0.7111068767253473,1
Mercedes-Benz,SLK-Class SLK 200 K,0.2810707050014245,-2.1396489646445147,-0.3245241198282512,Petrol,Automatic,Mumbai,Grey,First,Individual,1796 cc,165@5500,240@3000,RWD,-0.45748869388917385,0.0694057735437988,-2.1692861337422,-4.084183188490711,1.1727507873531642,1
Hyundai,Elite i20 Asta 1.2,-0.4919839615575684,-0.5460943347487199,0.2589446340967013,Petrol,Manual,Patna,Gold,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,-0.6799125272874635,-0.25806398719783513,-0.6238717657034988,-0.3657576199571435,-0.4759774648890387,1
Mahindra,Thar CRDe 4x4 AC,-0.45075437934108875,-0.5460943347487199,0.20114563266537436,Diesel,Manual,Yamunanagar,White,Second,Individual,2498 cc,105 bhp @ 3800 rpm,247 Nm @ 1800 rpm,AWD,-0.8289594259564205,-0.31898859384744144,2.5338258612986553,0.8737175695540458,0.513259486456283,1
Maruti Suzuki,Baleno Delta 1.2,-0.4590002957843847,0.728749369167916,-0.4374337970429364,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,-0.656982235184547,-0.17429265305462646,-0.6610211495505829,-0.3657576199571435,-1.0035705056065436,1
Maruti Suzuki,Celerio VXi AMT,-0.5385733894621904,-0.227383408769561,-0.20622077659833765,Petrol,Automatic,Delhi,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,-1.5627287732497472,-1.2785511485787409,-0.21522854338557296,-0.3657576199571435,-1.13546876578592,1
Maruti Suzuki,Ciaz VDi SHVS,-0.45075437934108875,-0.227383408769561,-0.03144558004179059,Diesel,Manual,Mumbai,Brown,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,0.4780672239098178,-0.2885262905226383,-0.7724693010918354,-0.3657576199571435,-0.6078757250684149,1
Maruti Suzuki,Ciaz VXi,-0.49775610306787554,-0.5460943347487199,-0.12266149016052587,Petrol,Manual,Mumbai,Silver,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,0.4780672239098178,-0.2885262905226383,-0.7724693010918354,-0.3657576199571435,-0.6078757250684149,1
Hyundai,Creta SX Plus 1.6 AT CRDI,-0.23429907270457076,0.09132751720959799,0.228403212969462,Diesel,Automatic,Mumbai,Grey,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,-0.026399202354344342,0.09225250103740118,0.30486283047360535,-0.3657576199571435,0.513259486456283,1
Hyundai,Creta SX Plus 1.6  Petrol,-0.34355746557824174,-0.227383408769561,0.0817533474008406,Petrol,Manual,Mumbai,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,-0.026399202354344342,0.09225250103740118,0.30486283047360535,-0.3657576199571435,0.513259486456283,1
Renault,Kwid 1.0 RXT AMT Opt,-0.5146602317766322,0.728749369167916,-0.7145355154152032,Petrol,Automatic,Mumbai,Silver,First,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,-1.3815794656367073,-1.4384782410339574,-0.8244784384777533,-0.3657576199571435,-1.5971126764137367,1
MG,Hector Sharp 2.0 Diesel [2019-2020],-0.044230698686599706,0.728749369167916,-0.11701260335593343,Diesel,Manual,Mumbai,White,First,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,0.8564170436079395,0.5111091717534446,1.2707468104977937,-0.3657576199571435,0.513259486456283,1
Tata,Tiago Revotron XZA [2017-2019],-0.5125987526658082,0.09132751720959799,-0.31155890372855405,Petrol,Automatic,Mumbai,Silver,Second,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,-1.227946508547167,-0.9206190845123038,-0.40097546262099376,-0.3657576199571435,-1.13546876578592,1
Toyota,Innova 2.5 GX BS IV 7 STR,-0.35180338202153766,-0.5460943347487199,-0.16239085970487335,Diesel,Manual,Delhi,Silver,First,Individual,2494 cc,101 bhp @ 3600 rpm,200 Nm @ 1200 rpm,RWD,0.6959049988875242,-0.021981136430610667,1.2707468104977937,2.113192759065235,0.18351383600784246,1
BMW,X3 xDrive 20d Luxury Line [2018-2020],0.8582848560321392,0.410038443188757,-0.7429671113503659,Diesel,Automatic,Mumbai,Blue,First,Corporate,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,0.8610031020285227,0.8614256599886809,0.6614969154056134,-0.3657576199571435,0.9749033970840998,1
Jeep,Compass Limited Plus 2.0 Diesel 4x4 AT,0.31199289166378424,1.047460295147075,-0.7126638962931997,Diesel,Automatic,Mumbai,White,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,0.2602294489321114,0.3816443826230312,0.3791615981677737,-0.3657576199571435,0.513259486456283,1
Mahindra,Scorpio SLE BS-IV,-0.5435209393281679,-0.864805260727879,0.4223369834476088,Diesel,Manual,Gurgaon,White,Second,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,0.34048547129231904,0.37402880679183037,2.868170315922413,3.3526679485764244,0.513259486456283,1
Honda,Brio S MT,-0.5270291064415761,-0.227383408769561,-0.04771165168393029,Petrol,Manual,Vadodara,White,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,-1.5397984811468308,-0.6693050820826778,-0.6610211495505829,-0.3657576199571435,-1.13546876578592,1
BMW,3-Series 320i Luxury Line,0.445989033867343,0.09132751720959799,-0.6342770845198341,Petrol,Automatic,Delhi,White,First,Individual,1998 cc,181 bhp @ 5000 rpm,270 Nm @ 1350 rpm,RWD,0.8059704009815232,0.32833535180462564,-1.188542400179178,-0.3657576199571435,0.3154120961872187,1
Honda,City V Petrol [2017-2019],-0.44250846289779283,0.09132751720959799,0.18413091337443324,Petrol,Manual,Mumbai,White,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,0.3634157633952355,-0.555071444614666,-0.6981705333976671,-0.3657576199571435,-0.8057231153374792,1
Volkswagen,Polo Highline1.2L (D),-0.5579512931039358,-1.183516186707038,0.4223369834476088,Diesel,Manual,Jaipur,Silver,First,Individual,1199 cc,74 bhp @ 4200 rpm,180 Nm @ 2000 rpm,FWD,-0.7143079654418382,-0.6540739304202762,-1.0102253577131741,-0.3657576199571435,-0.4759774648890387,1
Maruti Suzuki,Vitara Brezza ZXi Plus,-0.27759054632769653,1.366171221126234,-0.4964578582632111,Petrol,Manual,Mumbai,Silver,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,-0.656982235184547,0.16840825934940906,0.3791615981677737,-0.3657576199571435,-0.27813007461997435,1
Maruti Suzuki,Eeco 7 STR [2019-2020],-0.49610691977921634,0.728749369167916,-0.2189477866279616,Petrol,Manual,Pune,Grey,Second,Individual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,-1.3907515824778738,-2.2304981274788394,1.567941881274467,2.113192759065235,-0.8057231153374792,1
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],-0.5208446691091041,-0.5460943347487199,0.2811148133327976,Petrol,Automatic,Mumbai,Blue,First,Individual,1197 cc,79 bhp @ 6000 rpm,112 Nm @ 4000 rpm,FWD,-1.1843789535516256,-0.8216165987066936,-0.5124236141622462,-0.3657576199571435,-0.6078757250684149,1
BMW,X3 xDrive20d,0.03369321170254678,-1.502227112686197,0.35552018079208303,Diesel,Automatic,Hyderabad,Black,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,AWD,0.8403658391358979,0.8614256599886809,0.5351890103255272,-0.3657576199571435,0.9749033970840998,1
Toyota,Fortuner 2.8 4x2 AT [2016-2020],0.7341838135605355,0.728749369167916,0.3372633869929032,Diesel,Automatic,Mumbai,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,1.17744113304877,0.6634206883774604,1.827987568204056,2.113192759065235,1.8322420882500454,1
Honda,Civic 1.8S MT,-0.6301030619827751,-3.414492668561151,1.3071023865765463,Petrol,Manual,Deoghar,Maroon,Third,Individual,1799 cc,130 bhp @ 6300 rpm,171.62 Nm @ 4300 rpm,FWD,0.6041838304758583,-0.1362147738986225,-1.0325149880214246,-0.3657576199571435,-0.1462318144405981,1
Maruti Suzuki,Swift ZXi Plus AMT,-0.3889100060163693,1.366171221126234,-0.4964578582632111,Petrol,Automatic,Agra,Grey,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,-1.000936616728294,-0.2504484113666343,-0.4381248464680779,-0.3657576199571435,-1.0035705056065436,1
Hyundai,Elite i20 Sportz 1.5 MT Diesel,-0.36829521490812955,1.366171221126234,-0.17317819173533003,Diesel,Manual,Agra,White,First,Individual,1493 cc,99 bhp @ 4000 rpm,240 Nm @ 1500 rpm,FWD,-0.656982235184547,0.054174621881397225,-0.6238717657034988,-0.3657576199571435,-1.0035705056065436,1
Audi,A3 35 TDI Technology + Sunroof,0.21922633167670508,-0.227383408769561,-0.2157149899626828,Diesel,Automatic,Goa,White,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,0.40010423075990187,0.2141017143366138,-1.285130798181597,-0.3657576199571435,-0.1462318144405981,1
Honda,City V CVT Petrol [2017-2019],-0.35180338202153766,0.09132751720959799,-0.07086868463890114,Petrol,Automatic,Mumbai,Grey,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,0.3634157633952355,-0.555071444614666,-0.6981705333976671,-0.3657576199571435,-0.8057231153374792,1
Ford,Figo Duratorq Diesel Titanium 1.4,-0.5851628173668123,-1.183516186707038,0.20085638243742837,Diesel,Manual,Mumbai,Red,First,Individual,1399 cc,68 bhp @ 4000 rpm,160 Nm @ 2000 rpm,FWD,-1.1155880772428763,-0.6693050820826778,-1.2034021537180117,-0.3657576199571435,-0.4759774648890387,1
Honda,Jazz VX Petrol,-0.47343064956015257,0.09132751720959799,0.6651370277293384,Petrol,Manual,Mumbai,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,-0.7487034035962129,-0.5626870204458667,-0.33410657169624225,-0.3657576199571435,-0.8057231153374792,1
Volkswagen,Polo Highline1.2L (P),-0.5497053766606399,-1.183516186707038,0.20114563266537436,Petrol,Manual,Mumbai,White,First,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,-0.7143079654418382,-0.6540739304202762,-1.0102253577131741,-0.3657576199571435,-0.4759774648890387,1
Honda,Amaze 1.5 SX i-DTEC,-0.5641357304364077,-0.864805260727879,0.9668080007577242,Diesel,Manual,Warangal,Black,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,-0.6684473812360052,-0.6693050820826778,-0.6238717657034988,-0.3657576199571435,-1.13546876578592,1
Toyota,Camry 2.5L AT,0.25839443478236074,0.09132751720959799,-0.10511931457156559,Petrol,Automatic,Delhi,Brown,First,Individual,2494 cc,179 bhp @ 6000 rpm,233 Nm @ 4100 rpm,FWD,1.2462320093575192,0.4349534134414367,-0.8096186849389196,-0.3657576199571435,1.1727507873531642,1
Mahindra,Thar LX 4-STR Hard Top Petrol AT,-0.02815116162217265,1.684882147105393,-0.7346639283363866,Petrol,Automatic,Jalandhar,Black,First,Individual,1997 cc,150 bhp @ 5000 rpm,320 Nm @ 1500 rpm,AWD,-0.6799125272874635,0.39687553428543276,1.8948564591288077,-1.6052328094683328,0.3154120961872187,1
Mercedes-Benz,C-Class 250 CDI Elegance,-0.25491386381281056,-1.820938038665356,-0.0285530777623306,Diesel,Automatic,Hyderabad,Black,Second,Individual,2143 cc,207@4200,500@1600,RWD,0.7211283202007323,0.01609674272539328,-1.054804618329675,-0.3657576199571435,0.9089542669944117,1
Audi,Q3 35 TDI quattro Premium Plus,0.4872186160838226,0.410038443188757,-0.3092959460628589,Diesel,Automatic,Pune,White,First,Individual,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD,0.23729915682919497,0.4806468684286414,0.14140554154643503,-0.3657576199571435,0.7770560068150355,1
Maruti Suzuki,Baleno Sigma 1.2,-0.4837380451142725,0.09132751720959799,0.14190038009431744,Petrol,Manual,Noida,Red,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,-0.656982235184547,-0.17429265305462646,-0.6610211495505829,-0.3657576199571435,-1.0035705056065436,1
BMW,X1 sDrive20d xLine,0.5243252400786543,0.410038443188757,-0.3263106653538,Diesel,Automatic,Delhi,White,First,Corporate,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,0.3955181723393186,2.1027645204744094,-0.32667669492682544,-0.3657576199571435,0.7111068767253473,1
Maruti Suzuki,Baleno Zeta 1.2,-0.45487733756273674,0.09132751720959799,-0.2912943730530432,Petrol,Manual,Mumbai,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,-0.656982235184547,-0.17429265305462646,-0.6610211495505829,-0.3657576199571435,-1.0035705056065436,1
Hyundai,Creta 1.6 SX Plus AT,-0.3414959864674178,-0.227383408769561,0.5924841763570199,Diesel,Automatic,Ahmedabad,Silver,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,-0.026399202354344342,0.09225250103740118,0.30486283047360535,-0.3657576199571435,0.513259486456283,1
Volkswagen,Vento Comfortline Petrol,-0.5311520646632241,-0.5460943347487199,0.7645370178270163,Petrol,Manual,Mumbai,Brown,First,Individual,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,0.23500612761890333,-0.5246091412898628,-0.9136369597107552,-0.3657576199571435,0.18351383600784246,1
