Max Power,Location,Price,Drivetrain,Year,Seating Capacity,Owner,Fuel Tank Capacity,Transmission,Model,Height,Max Torque,Fuel Type,Color,Kilometer,Engine,Width,Length,Seller Type,Audi,BMW,Chevrolet,Datsun,Ferrari,Fiat,Ford,Honda,Hyundai,Isuzu,Jaguar,Jeep,Kia,Land Rover,Lexus,MG,MINI,Mahindra,Maruti Suzuki,Maserati,Mercedes-Benz,Mitsubishi,Nissan,Porsche,Renault,Rolls-Royce,Skoda,Ssangyong,Tata,Toyota,Volkswagen,Volvo,Make,CNG,CNG + CNG,Diesel,Hybrid,LPG,Petrol,Petrol + CNG,Automatic,Manual,First,Second,Third,UnRegistered Car,2.0,4.0,5.0,6.0,7.0,8.0
101 bhp @ 3600 rpm,Mumbai,0.026923407055592114,RWD,0.7941176470588235,0.8333333333333334,First,0.4444444444444444,Manual,Innova 2.5 GX BS IV 7 STR,0.6994884910485933,200 Nm @ 1200 rpm,Diesel,Gold,0.049,2494 cc,0.38926174496644295,0.6016194331983805,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
101 bhp @ 3600 rpm,Patna,0.025635861634860233,RWD,0.8235294117647058,1.0,First,0.4444444444444444,Manual,Innova 2.5 G BS IV 8 STR,0.6994884910485933,200 Nm @ 1200 rpm,Diesel,White,0.0326605,2494 cc,0.38926174496644295,0.6016194331983805,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Toyota,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
103 bhp @ 4400 rpm,Bangalore,0.01419129638636949,FWD,0.7352941176470589,0.5,First,0.4444444444444444,Manual,Vento Highline Diesel,0.3235294117647059,250 Nm @ 1500 rpm,Diesel,Silver,0.055,1598 cc,0.3006711409395973,0.520242914979757,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Chandigarh,0.014305742324969242,FWD,0.7647058823529411,0.5,First,0.4444444444444444,Automatic,Rapid 1.5 TDI CR Ambition Plus AT,0.3235294117647059,250 Nm @ 1500 rpm,Diesel,Bronze,0.021,1498 cc,0.3006711409395973,0.5210526315789473,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skoda,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Dehradun,0.008612056879631484,FWD,0.7352941176470589,0.5,Second,0.4444444444444444,Manual,Vento Highline Diesel,0.3235294117647059,250 Nm @ 1500 rpm,Diesel,White,0.039,1598 cc,0.3006711409395973,0.520242914979757,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Delhi,0.011044004463391606,FWD,0.7647058823529411,0.5,First,0.4444444444444444,Manual,Vento Comfortline Diesel,0.3235294117647059,250 Nm @ 1500 rpm,Diesel,Grey,0.0395405,1598 cc,0.3006711409395973,0.520242914979757,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Hyderabad,0.012903779577122257,FWD,0.7058823529411765,0.5,First,0.4444444444444444,Manual,Rapid Elegance 1.6 TDI CR MT,0.3235294117647059,250 Nm @ 1500 rpm,Diesel,Black,0.043144,1598 cc,0.3006711409395973,0.5210526315789473,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skoda,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Lucknow,0.007896769763383021,FWD,0.7352941176470589,0.5,First,0.3333333333333333,Manual,Polo GT TDI,0.3069053708439898,250 Nm @ 1500 rpm,Diesel,White,0.038,1598 cc,0.2778523489932886,0.3526315789473684,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Pune,0.012875168092472319,FWD,0.7647058823529411,0.5,Second,0.4444444444444444,Automatic,Rapid 1.5 TDI CR Ambition Plus AT,0.3235294117647059,250 Nm @ 1500 rpm,Diesel,Black,0.044,1498 cc,0.3006711409395973,0.5210526315789473,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skoda,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
103 bhp @ 4400 rpm,Pune,0.018196904237360877,FWD,0.7941176470588235,0.5,First,0.4444444444444444,Automatic,Vento Highline Diesel AT,0.3235294117647059,250 Nm @ 1500 rpm,Diesel,Grey,0.0425,1498 cc,0.3006711409395973,0.520242914979757,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Bangalore,0.020485823009355957,FWD,0.7941176470588235,0.5,First,0.4444444444444444,Automatic,Vento Comfortline Petrol AT,0.3235294117647059,153 Nm @ 3800 rpm,Petrol,Brown,0.03012,1197 cc,0.3006711409395973,0.520242914979757,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Bangalore,0.025635861634860233,FWD,0.8529411764705882,0.5,First,0.3333333333333333,Automatic,Polo GT TSI,0.3273657289002558,175 Nm @ 1500 rpm,Petrol,Grey,0.0207085,1197 cc,0.2778523489932886,0.35303643724696354,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Bangalore,0.029927612943835655,FWD,0.9411764705882353,0.5,First,0.3333333333333333,Automatic,Polo GT TSI,0.3273657289002558,175 Nm @ 1500 rpm,Petrol,Red,0.02163,1197 cc,0.2778523489932886,0.35303643724696354,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Delhi,0.016480215158364567,FWD,0.8235294117647058,0.5,First,0.3333333333333333,Automatic,Polo GT TSI,0.3273657289002558,175 Nm @ 1500 rpm,Petrol,White,0.034,1197 cc,0.2778523489932886,0.35303643724696354,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Faridabad,0.01361906669337072,FWD,0.7941176470588235,0.5,Second,0.3333333333333333,Automatic,Polo GT TSI,0.3069053708439898,175 Nm @ 1500 rpm,Petrol,Grey,0.040426,1198 cc,0.2778523489932886,0.3526315789473684,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Faridabad,0.022202512088352264,FWD,0.8823529411764706,0.5,First,0.4444444444444444,Automatic,Vento Highline Plus 1.2 (P) AT 16 Alloy,0.3248081841432225,175 Nm @ 1500 rpm,Petrol,Brown,0.031,1197 cc,0.3006711409395973,0.522672064777328,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Rohtak,0.017195502274613028,FWD,0.8529411764705882,0.5,First,0.4444444444444444,Automatic,Vento TSI,0.3235294117647059,175 Nm @ 1500 rpm,Petrol,White,0.0255,1197 cc,0.3006711409395973,0.520242914979757,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5000 rpm,Surat,0.02077193785585534,FWD,0.8529411764705882,0.5,First,0.4444444444444444,Automatic,Vento Highline Plus 1.2 (P) AT 16 Alloy,0.3248081841432225,175 Nm @ 1500 rpm,Petrol,White,0.03025,1197 cc,0.3006711409395973,0.522672064777328,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Chandigarh,0.008898171726130869,FWD,0.7352941176470589,0.5,First,0.4444444444444444,Manual,Vento Comfortline Petrol,0.3235294117647059,153 Nm @ 3800 rpm,Petrol,Bronze,0.029,1598 cc,0.3006711409395973,0.520242914979757,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Chennai,0.02549283282309519,FWD,0.9705882352941176,0.5,First,0.4444444444444444,Manual,Vento Highline Plus 1.6 (P),0.3248081841432225,153 Nm @ 3800 rpm,Petrol,Maroon,0.0175,1598 cc,0.3006711409395973,0.522672064777328,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Dehradun,0.018339961660610568,FWD,0.8823529411764706,0.5,First,0.4444444444444444,Manual,Vento Comfortline 1.6 (P),0.3248081841432225,153 Nm @ 3800 rpm,Petrol,Gold,0.019,1598 cc,0.3006711409395973,0.522672064777328,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Delhi,0.010757918228376871,FWD,0.7352941176470589,0.5,Second,0.4444444444444444,Automatic,Rapid Elegance 1.6 MPI AT,0.3235294117647059,153 Nm @ 3800 rpm,Petrol,White,0.0285,1598 cc,0.3006711409395973,0.5210526315789473,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Skoda,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Faridabad,0.01001401962747847,FWD,0.7647058823529411,0.5,First,0.4444444444444444,Automatic,Vento Highline Petrol AT,0.3235294117647059,153 Nm @ 3800 rpm,Petrol,Silver,0.044,1598 cc,0.3006711409395973,0.520242914979757,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 5250 rpm,Mumbai,0.010900975651626564,FWD,0.7941176470588235,0.5,First,0.4444444444444444,Manual,Vento Comfortline Petrol,0.3235294117647059,153 Nm @ 3800 rpm,Petrol,Brown,0.049056,1598 cc,0.3006711409395973,0.520242914979757,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Volkswagen,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Bangalore,0.022145289119052388,FWD,0.8823529411764706,0.5,First,0.3111111111111111,Automatic,Ciaz Alpha Hybrid 1.5 AT [2018-2020],0.34782608695652173,138 Nm @ 4400 rpm,Petrol,Green,0.045,1462 cc,0.3422818791946309,0.5631578947368421,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Bangalore,0.025063660553346113,FWD,0.9705882352941176,0.5,First,0.36666666666666664,Manual,Vitara Brezza VXi,0.5460358056265985,138 Nm @ 4400 rpm,Petrol,White,0.024,1462 cc,0.4228187919463087,0.362753036437247,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Bangalore,0.029355383250836885,FWD,0.9117647058823529,0.5,First,0.3111111111111111,Automatic,Ciaz Alpha Hybrid 1.5 AT [2018-2020],0.34782608695652173,138 Nm @ 4400 rpm,Petrol,Blue,0.015336,1462 cc,0.3422818791946309,0.5631578947368421,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Bangalore,0.033647105948327656,FWD,0.9705882352941176,0.8333333333333334,First,0.3333333333333333,Manual,Ertiga ZXi Plus,0.6099744245524297,138 Nm @ 4400 rpm,Petrol,White,0.0115,1462 cc,0.348993288590604,0.5246963562753036,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
103 bhp @ 6000 rpm,Delhi,0.022202512088352264,FWD,0.9117647058823529,0.5,First,0.3111111111111111,Manual,Ciaz Delta Hybrid 1.5 [2018-2020],0.34782608695652173,138 Nm @ 4400 rpm,Petrol,White,0.022,1462 cc,0.3422818791946309,0.5631578947368421,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Delhi,0.024634488283597034,FWD,0.9117647058823529,0.5,First,0.3111111111111111,Manual,Ciaz Alpha Hybrid 1.5 [2018-2020],0.34782608695652173,138 Nm @ 4400 rpm,Petrol,Blue,0.017,1462 cc,0.3422818791946309,0.5631578947368421,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Delhi,0.026923407055592114,FWD,0.9117647058823529,0.8333333333333334,First,0.3333333333333333,Automatic,Ertiga ZXi AT,0.6099744245524297,138 Nm @ 4400 rpm,Petrol,White,0.010947,1462 cc,0.348993288590604,0.5246963562753036,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
103 bhp @ 6000 rpm,Delhi,0.033647105948327656,FWD,1.0,0.6666666666666666,First,0.3333333333333333,Manual,XL6 Zeta MT Petrol,0.6227621483375959,138 Nm @ 4400 rpm,Petrol,Grey,0.008,1462 cc,0.40268456375838924,0.5449392712550607,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
103 bhp @ 6000 rpm,Jaipur,0.03264570398557981,FWD,0.9411764705882353,0.6666666666666666,First,0.3333333333333333,Automatic,XL6 Alpha AT Petrol,0.6227621483375959,138 Nm @ 4400 rpm,Petrol,Blue,0.023624,1462 cc,0.40268456375838924,0.5449392712550607,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
103 bhp @ 6000 rpm,Mumbai,0.020056650739606878,FWD,0.9117647058823529,0.5,First,0.3111111111111111,Manual,Ciaz Delta Hybrid 1.5 [2018-2020],0.34782608695652173,138 Nm @ 4400 rpm,Petrol,Blue,0.0031,1462 cc,0.3422818791946309,0.5631578947368421,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Mumbai,0.02288918771995079,FWD,0.9705882352941176,0.5,First,0.36666666666666664,Manual,Vitara Brezza VXi,0.5460358056265985,138 Nm @ 4400 rpm,Petrol,White,0.0086415,1462 cc,0.4228187919463087,0.362753036437247,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Mumbai,0.027066435867357158,FWD,0.9117647058823529,0.6666666666666666,First,0.3333333333333333,Manual,XL6 Zeta MT Petrol,0.6227621483375959,138 Nm @ 4400 rpm,Petrol,Brown,0.01395,1462 cc,0.40268456375838924,0.5449392712550607,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
103 bhp @ 6000 rpm,Mumbai,0.028497010099854083,FWD,0.9705882352941176,0.5,First,0.36666666666666664,Manual,Vitara Brezza ZXi Plus,0.5460358056265985,138 Nm @ 4400 rpm,Petrol,Silver,0.012,1462 cc,0.4228187919463087,0.362753036437247,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Mysore,0.035764355812423106,FWD,0.9705882352941176,0.6666666666666666,First,0.3333333333333333,Manual,XL6 Alpha MT Petrol,0.6227621483375959,138 Nm @ 4400 rpm,Petrol,White,0.0067,1462 cc,0.40268456375838924,0.5449392712550607,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
103 bhp @ 6000 rpm,Pune,0.022917799204600728,FWD,0.9117647058823529,0.5,First,0.3111111111111111,Automatic,Ciaz Delta Hybrid 1.5 AT [2018-2020],0.34782608695652173,138 Nm @ 4400 rpm,Petrol,Grey,0.016,1462 cc,0.3422818791946309,0.5631578947368421,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
103 bhp @ 6000 rpm,Pune,0.02649423478584304,FWD,0.9117647058823529,0.6666666666666666,First,0.3333333333333333,Manual,XL6 Zeta MT Petrol,0.6227621483375959,138 Nm @ 4400 rpm,Petrol,Blue,0.020896,1462 cc,0.40268456375838924,0.5449392712550607,Individual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maruti Suzuki,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
